Acquirer Financial Adviser,Acquirer Legal Adviser,Acquirer Termination Fee,Action ID,Amendment Date,Announce Date,Announced Equity Value (mil.),Announced Total Value (mil.),Cash Terms,Completion/Termination Date,Contingency Payment (Cash),Currency of Deal,Current/Completed Total Value,Deal Attributes,Deal Description,Deal Status,Deal Type,Has Contingency Payment,Merger Agreement Date,Nature of Bid,Net Debt,Payment Type,Percent Owned,Percent Sought,Proposal Date,Proposed Deal Type,Seller Financial Adviser,Seller Legal Adviser,Stock Terms,Target Financial Adviser,Target Legal Adviser,Target Termination Fee,Acquirer City of Domicile,Acquirer Country/Region,Acquirer Country/Region ISO Code,Acquirer Industry Sector,Acquirer Name,Acquirer Number of Employees,Acquirer SIC Name,Current Acquirer SIC Code,Current Seller SIC Code,Current Target SIC Code,Seller Country/Region,Seller Country/Region ISO Code,Seller Industry Sector,Seller Name,Seller SIC Name,Target City of Domicile,Target Country/Region,Target Country/Region ISO Code,Target Industry Group,Target Industry Sector,Target Industry Subgroup,Target Name,Target Number of Employees,Target SIC Name,EqV/Book Val,EqV/EBITDA,EqV/Rev,EqV/Total Assets,TV/Book Val,TV/EBITDA,TV/Rev,TV/Total Assets,Acquirer Shareholders,Central Bank of Russia,EC: European Commission,Federal Antimonopoly service of Russian Federation: FAC,Foreign Investment Commission,Ministry of Finance,Russian Ministry on Antitrust Policy,Seller Board of Directors,Target Shareholders
,, ,102514063, ,2015-02-10,N/A,N/A,N/A,2015-02-10,,EUR,N/A,"Cross Border, Additional Stake Purchase","On 02/10/2015, Kommersant reported that United Capital Partners, through UCP Resources Ltd has increased its stake in Chelyabinsk Zinc Plant JSC from 22.43% to 26.95%. According to people familiar with the situation, almost all shares were bought from Atonline Ltd. On the same day, Chelyabins...",Completed,INV,No, ,Friendly,0,Undisclosed,22.43,4.52,2015-02-10,Preliminary Offer,,, ,,, ,Bloomington,United States,US,Financials,United Capital Partners Inc,,MISC INVSTRS,6799,6726,N.A.,Cyprus,CY,Financials,Atonline Ltd,INVEST OFF NEC,Chelyabinsk,Russia,RU,Materials,Materials,Metals & Mining,Chelyabinsk Zinc Plant PJSC,1771, , , , , , , , , ,,,,,,,,,
,Squire Sanders, ,102854613, ,2015-02-20,3,3,3.0 Mln,2015-02-20,,USD,3,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Financing Round",A consortium led by Columbus Nova LLC acquired a minority stake in RoboCV LLC. The transaction was completed on 2/20/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials, Financials, Financials, Financials","Columbus Nova LLC,VTB Capital JSC,LETA Group ZAO (Fund: LETA Capital),Almaz Capital Partners Ltd (Fund: Almaz Capital Russia Fund II LP),I2BF Global Ventures (Fund: I2BF-RNC Strategic Resources Fund)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Products,Industrials,Machinery,RoboCV LLC,, , , , , , , , , ,,,,,,,,,
,, ,103155059, ,2015-02-25,N/A,N/A,N/A, ,,RUB,N/A,Majority Purchase,Rostec State Corp announced the acquisition of Euroyachting Rybinskaya Verf Group. The transaction was announced on 2/25/2015 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,51, ,,,, ,,, ,Moscow,Russia,RU,Industrials,Rostec State Corp,200,MISC INVSTRS,6799, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Euroyachting Rybinskaya Verf Group,, , , , , , , , , ,,,,,,,,,
,, ,103312510, ,2015-02-27,N/A,N/A,N/A,2015-02-27,,RUB,N/A,"Debt for Equity, Minority Purchase","VTB Bank OJSC acquired a minority stake in Otkritie Holding. The transaction was completed on 02/27/2015. Financial terms of the transaction are undisclosed. RBC newswire reported on 01/30/2015 that VTB Bank OJSC was in talks to buy 10% to 20% in Bank Otkritie Financial Corp PJSC, citing thre...",Completed,INV,No, ,Friendly,0,Undisclosed,0,9.99,2015-01-30,Negotiation,,, ,,, ,Moscow,Russia,RU,Financials,VTB Bank PJSC,, ,N.A., ,6799,N.A., ,N.A.,, ,Moscow,Russia,RU,Banking,Financials,Banking,Otkritie Holding JSC,1,MISC INVSTRS, , , , , , , , ,,,,,,,,,
,, ,103332052, ,2015-02-11,N/A,N/A,N/A,2015-02-11,,RUB,N/A,"Cross Border, Private Equity, Minority Purchase",CapMan Oyj acquired a minority stake in Maximum Education LLC. The transaction was completed on 2/11/2015. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,Helsinki,Finland,FI,Financials,CapMan Oyj,230,MISC INVSTRS,6799, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Consumer Discretionary Services,Consumer Discretionary,Consumer Services,Maximum Education LLC,, , , , , , , , , ,,,,,,,,,
,, ,103575695, ,2015-03-04,N/A,N/A,N/A,2015-10-31,,SEK,N/A,"Cross Border, Minority Purchase","On 04/28/2015, it is reported by Vedomosti that Rostelecom OJSC considers Acquiring CTC Media Inc.  On 03/04/2015, Vedomosti reported that Modern Times Group is seeking sale of CTC Media Inc, citing two people familiar with the matter. Offers sent to potential investors several weeks ago. Wit...",Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,37.900002,2015-03-04,On the Block,,, ,,, ,,Russia,,N.A.,Potential Buyer,,,,N.A.,4833,Sweden,SE,Communications,Modern Times Group MTG AB, ,Moscow,Russia,RU,Media,Communications,Publishing & Broadcasting,CTC Media Inc,,TV STATIONS, , , , , , , , ,,,,,,,,,
,, ,103836435, ,2015-03-10,N/A,N/A,N/A,2015-03-10,,RUB,N/A,Company Takeover,B&N Bank JSC acquired Uralprivatbank ZAO. The transaction was completed on 3/10/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,99.842842, ,,,, ,,, ,Moscow,Russia,RU,Financials,B&N Bank JSC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Ekaterinburg,Russia,RU,Banking,Financials,Banking,Uralprivatbank ZAO,, , , , , , , , , ,,,,,,,,,
,Herbert Smith Fr, ,103965463, ,2015-03-12,N/A,N/A,N/A,2015-03-12,,RUB,N/A,Majority Purchase,Sberbank of Russia PJSC acquired Rutarget OOO. The transaction was completed on 3/12/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,0, ,,,, ,,, ,Moscow,Russia,RU,Financials,Sberbank of Russia PJSC,289721,NATL COML BANK,6021, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Media,Communications,Advertising & Marketing,Rutarget OOO,, , , , , , , , , ,,,,,,,,,
,, ,104018568, ,2015-03-12,N/A,N/A,N/A,2015-03-12,,RUB,N/A,Majority Purchase,Yuzhuralzoloto ZAO acquired Sovrudnik OOO. The transaction was completed on 3/12/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,51, ,,,, ,,, , ,Russia,RU,Materials,Yuzhuralzoloto ZAO,, ,N.A., ,1099,N.A., ,N.A.,, ,Severo-Yeniseysky,Russia,RU,Materials,Materials,Metals & Mining,Sovrudnik OOO,,METAL ORES NEC, , , , , , , , ,,,,2014-12-31,,,,,
,, ,104063067, ,2015-03-16,N/A,N/A,N/A,2015-09-30,,RUB,N/A,Majority Purchase,"On 03/16/2015, Vedomosti reported that Gazprombank OJSC is in talks to buy at least 51% stake Stroygazconsulting OOO, citing unidentified partner of one of the companies and two unindentified people close to participants of talks. With no further information disclosed, this proposal has been ...",Withdrawn,M&A,No, ,Friendly,0,Undisclosed,0,51,2015-03-16,Negotiation,,, ,,Dechert, ,Moscow,Russia,RU,Financials,Gazprombank JSC,,COML BANK NEC,6029, ,1542,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Stroigazkonsalting OOO,,NONRES BLDGS, , , , , , , , ,,,,,,,,,
,,0.4,104214324, ,2015-03-18,7.2,7.2,3.6 Mln,2015-05-27,USD 1.28,USD,7.2,"Company Takeover, Cross Border",Bollinger Innovations Inc acquired PayOnline Systems 000 for USD 7.20M. The transaction was announced on 3/18/2015 and completed on 5/27/2015.,Completed,M&A,Yes, ,Friendly,0,Cash and Stock,0,100, ,,,,USD 3.6 Mln,,,0.4,Oak Park,United States,US,Consumer Discretionary,Bollinger Innovations Inc,388,DATA PROCESS,7374, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Financial Services,Financials,Specialty Finance,PayOnline Systems 000,, , , , , , , , , ,,,,,,,,,
,, ,104217540, ,2015-03-18,N/A,N/A,N/A,2015-03-31,,RUB,N/A,Company Takeover,LSR Group PJSC acquired Ravan OOO. The transaction was announced on 3/18/2015 and completed on 3/31/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,St Petersburg,Russia,RU,Real Estate,LSR Group PJSC,228, ,N.A., ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Materials,Materials,Construction Materials,Ravan OOO,, , , , , , , , , ,,,,2015-03-18,,,,,
,, ,104224062, ,2015-03-18,5,5,5.0 Mln,2015-03-18,,USD,5,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Financing Round, Additional Stake Purchase",A consortium led by Mangrove Capital Partners SA acquired a minority stake in oktogo.ru. The transaction was completed on 03/18/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Poland,,"Financials, Financials","MCI Capital SA (Fund: Helix Venture Partners),Mangrove Capital Partners SA (Fund: Mangrove III)",,,, ,N.A.,N.A., ,N.A.,, ,St Petersburg,Russia,RU,Consumer Discretionary Services,Consumer Discretionary,Leisure Facilities & Services,oktogo.ru,, , , , , , , , , ,,,,,,,,,
,, ,104388137, ,2015-03-23,N/A,N/A,N/A,2015-03-23,,RUB,N/A,"Company Takeover, Majority Purchase, Additional Stake Purchase, Going Private",Otkritie Holding JSC acquired Bank Petrocommerce OAO. The transaction was completed on 3/23/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,79.300003,20.200001, ,,,, ,,, ,Moscow,Russia,RU,Financials,Otkritie Holding JSC,1,MISC INVSTRS,6799, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Banking,Financials,Banking,Bank Petrocommerce OAO,, , , , , , , , , ,,,,,,,,,
,, ,104758389, ,2015-01-27,N/A,N/A,N/A,2014-10-30,,NZD,N/A,"Cross Border, Asset Sale, Private Equity, Real Estate",Capital Partners/Samoa sold Metropolis office building 1 to Hines Interests LP. The transaction was announced on 1/27/2015 and completed on 10/30/2014. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,White & Case LLP, ,,, ,Houston,United States,US,Real Estate,Hines Interests LP,3200, ,N.A.,N.A.,,Samoa,WS,Financials,Capital Partners/Samoa, ,,Russia,,Real Estate,Real Estate,Real Estate Owners & Developers,Metropolis office building 1,,, , , , , , , , ,,,,,,,,,
,, ,105168744, ,2015-04-03,N/A,N/A,N/A,2015-04-03,,RUB,N/A,Company Takeover,Rosselkhozbank JSC acquired RSHB Strahovanie ZAO. The transaction was completed on 4/3/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,99.999992, ,,,, ,,, ,Moscow,Russia,RU,Financials,Rosselkhozbank JSC,32503,COML BANK NEC,6029, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Insurance,Financials,Insurance,RSHB Strahovanie ZAO,, , , , , , , , , ,,,,,,,,,
Gazprombank,, ,105199734, ,2015-04-08,0.93,0.93,50.0 Mln,2015-06-24,,RUB,0.93,"Company Takeover, Cross Border",Getin Holding SA sold IDEA Bank SA/Russian Federation to a consortium led by Private Investor for RUB 50.00M. The transaction was announced on 4/8/2015 and completed on 6/24/2015.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,Russia,,Financials,"Private Investor,Forus Bank ZAO",,,,N.A.,,Poland,PL,Financials,Getin Holding SA, ,,Russia,,N.A.,N.A.,N.A.,IDEA Bank SA/Russian Federation,,, , , , , , , , ,,,,,,,,,
,, ,105352545, ,2015-04-09,N/A,N/A,N/A,2015-04-09,,RUB,N/A,"Company Takeover, Additional Stake Purchase",EuroChem Mineral & Chemical Co OJSC acquired Astrakhan Oil & Gas Co. The transaction was completed on 4/9/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,75,25, ,,,, ,,, ,Moscow,Russia,RU,Materials,EuroChem Mineral & Chemical Co OJSC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Astrakhan,Russia,RU,Oil & Gas,Energy,Oil & Gas Supply Chain,Astrakhan Oil & Gas Co,, , , , , , , , , ,,,,,,,,,
,, ,105689356, ,2015-04-20,17.69,17.69,942.0 Mln, ,,RUB,17.69,"Cross Border, Majority Purchase",Petropavlovsk PLC announced the sale of ZDP Koboldo OAO to Global Polymetall LLC for RUB 942.00M. The transaction was announced on 4/20/2015 and is currently pending.,Pending,M&A,No, ,Friendly,0,Cash,0,95.699997, ,,,, ,,, , ,Russia,RU,Materials,Global Polymetall LLC,, ,N.A.,N.A.,1099,United Kingdom,RU,Materials,Petropavlovsk PLC, ,N.A,Russia,RU,Materials,Materials,Metals & Mining,ZDP Koboldo OAO,,METAL ORES NEC, , , , , , , , ,,,,N/A,,,,,
,, ,105818574, ,2015-04-22,N/A,N/A,N/A,2015-10-31,,EUR,N/A,"Cross Border, Asset Sale, Additional Stake Purchase","On 04/22/2015, Vedomosti reported that Zarubezhneft OAO is in talks with TOTAL SA to buy 40% stake in Kharyaga oil field, citing people familiar.With no further information disclosed, this proposal has been withdrawn.",Withdrawn,AST,No, ,Friendly,0,Cash,20,40,2015-04-22,Negotiation,,, ,,, ,Moscow,Russia,RU,Energy,Zarubezhneft OAO,349, ,N.A.,1311,,France,FR,Energy,TotalEnergies SE,CRUDE PETR/NG,,Russia,,Oil & Gas,Energy,Oil & Gas Supply Chain,Kharyaga oil field,,, , , , , , , , ,,,,,,,,,
,, ,106173396, ,2015-04-29,3,3,3.0 Mln,2015-04-29,,USD,3,"Option Agreement, Cross Border, Minority Purchase",Statera Biopharma Inc sold a minority stake in Incuron LLC to Private Investor. The transaction was completed on 4/29/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,N.A.,Private Investor,,,,8731,N.A.,United States,US,Health Care,Statera Biopharma Inc,COML RESEARCH,Moscow,Russia,RU,Health Care,Health Care,Biotech & Pharma,Incuron LLC,, , , , , , , , , ,,,,,,,,,
,, ,106173594, ,2015-04-29,1,1,1.0 Mln,2015-12-31,,USD,1,"Option Agreement, Cross Border, Additional Stake Purchase",Statera Biopharma Inc announced the sale of Incuron LLC to Private Investor for USD 1.00M. The transaction was announced on 4/29/2015 and is expected to be completed by 12/31/2015.,Pending,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,N.A.,Private Investor,,,,8731,N.A.,United States,US,Health Care,Statera Biopharma Inc,COML RESEARCH,Moscow,Russia,RU,Health Care,Health Care,Biotech & Pharma,Incuron LLC,, , , , , , , , , ,,,,,,,,,
,, ,106218751, ,2015-04-30,N/A,N/A,N/A,2015-08-06,,EUR,N/A,"Cross Border, Asset Sale",Sanoma Oyj sold United Press portfolio of titles to MoscowTimes LLC. The transaction was announced on 4/30/2015 and completed on 8/6/2015. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Moscow,Russia,RU,Communications,MoscowTimes LLC,, ,N.A.,N.A.,,Finland,FI,Communications,Sanoma Oyj, ,,Russia,,N.A.,N.A.,N.A.,United Press portfolio of titles,,, , , , , , , , ,,,,,,,,,
,, ,106219543, ,2015-04-30,N/A,N/A,N/A,2015-04-30,,EUR,N/A,"Cross Border, Majority Purchase, Additional Stake Purchase",Marc O'Polo Investments Ltd sold Mostotrest PJSC to TFK-Finance OJSC. The transaction was completed on 4/30/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,-203.104004,Undisclosed,25,38.630001, ,,,, ,,, ,Moscow,Russia,RU,Financials,TFK-Finance OJSC,, ,N.A.,N.A.,N.A.,Cyprus,CY,Financials,Marc O'Polo Investments Ltd, ,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Mostotrest PJSC,, ,1.25,1.96,0.2,0.2,0.77,1.2,0.12,0.12,,,,,,,,,
,, ,106219615, ,2015-04-30,183.17,183.17,92.13/sh., ,,RUB,114.9,"Mandatory Offer, Company Takeover, Additional Stake Purchase, Tender Offer",TFK-Finance OJSC announced the acquisition of Mostotrest PJSC for RUB 9456.39M. The transaction was announced on 4/30/2015 and is currently pending.,Pending,M&A,No, ,Friendly,0,Cash,63.630001,36.369999, ,,,, ,,, ,Moscow,Russia,RU,Financials,TFK-Finance OJSC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Mostotrest PJSC,, ,1.07,1.67,0.17,0.17,1.07,1.67,0.17,0.17,,,,,,,,,
,, ,106891155, ,2015-05-14,138.14,138.14,N/A,2015-05-14,,RUB,138.14,"Cross Border, Minority Purchase",Peters International Investment NV sold a minority stake in Promsvyazbank PJSC to NPF Blagosostoyanie. The transaction was completed on 5/14/2015.,Completed,INV,No, ,Friendly,0,Undisclosed,0,10, ,,,, ,,, ,Moscow,Russia,RU,Financials,NPF Blagosostoyanie,,TRUST/FOUNDATN,6733,N.A.,6159,Netherlands,CW,Financials,Peters International Investment NV, ,Moscow,Russia,RU,Banking,Financials,Banking,Promsvyazbank PJSC,,MISC BUS CRED,1, ,0.71,0.06,1, ,0.71,0.06,,,,,,,,,
Citi,, ,106897329, ,2015-05-14,392.73,392.73,22.0/sh.,2015-06-25,,USD,392.73,"Cross Border, Private Equity, Majority Purchase, Additional Stake Purchase, Tender Offer",Augment Investments Ltd acquired Pharmstandard PJSC for USD 392.73M. The transaction was announced on 5/14/2015 and completed on 6/25/2015.,Completed,M&A,No, ,Friendly,0,Cash,25.032,47.237999, ,,,, ,Renessans K,, ,Limassol,Cyprus,CY,Financials,Augment Investments Ltd,, ,N.A., ,2834,N.A., ,N.A.,, ,Moscow,Russia,RU,Health Care,Health Care,Biotech & Pharma,Pharmstandard PJSC,1778,PHARM PREPS, , , , , , , , ,,,,,,,,,
Citi,, ,106899711, ,2015-05-14,N/A,N/A,N/A,2015-06-25,,EUR,N/A,"Cross Border, Private Equity, Additional Stake Purchase",Bristley Enterprises Ltd sold Pharmstandard PJSC to Augment Investments Ltd. The transaction was announced on 5/14/2015 and completed on 6/25/2015. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,51.860001,6.4, ,,,, ,,, ,Limassol,Cyprus,CY,Financials,Augment Investments Ltd,, ,N.A.,N.A.,2834,Cyprus,CY,Financials,Bristley Enterprises Ltd, ,Moscow,Russia,RU,Health Care,Health Care,Biotech & Pharma,Pharmstandard PJSC,1778,PHARM PREPS, , , , , , , , ,,,,,,,,,
,, ,106900317, ,2015-05-14,N/A,N/A,N/A,2015-05-14,,RUB,N/A,"Cross Border, Private Equity, Minority Purchase",Social Discovery Group acquired a minority stake in City Game Tour. The transaction was completed on 05/14/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,New York,United States,US,Financials,Social Discovery Ventures,, ,N.A., ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Media,Communications,Entertainment Content,City Game Tour,, , , , , , , , , ,,,,,,,,,
,, ,106942153, ,2015-05-15,N/A,N/A,N/A,2015-11-30,,RUB,N/A,Majority Purchase,"On 05/15/2015, Kommersant reported that Roman Avdeev, he owner of Credit Bank of Moscow, is close to acquiring Finansovaya Korporatsiya Uralsib OAO for a low price. Negotiations may be completed in mid-summer and Avdeev may get 75% of UralSib. With no further information disclosed, this propo...",Withdrawn,M&A,No, ,Friendly,0,Undisclosed,0,75,2015-05-15,On the Block,,, ,,, ,,United States,,N.A.,Private Investor,,,, ,6282,N.A., ,N.A.,, ,Moscow,Russia,RU,Financial Services,Financials,Institutional Financial Svcs,Finansovaya Korporatsiya Uralsib OAO,25,INVEST ADVICE, , , , , , , , ,,,,,,,,,
,, ,107125092, ,2015-09-04,1252.9,1252.9,85000.0 Mln, ,,RUB,1032.75,"Private Placement, Minority Purchase","On 09/04/2015, it was announced  that VTB Bank JSC will acquire up to 20% of Rushydro shares through a private placement. On 07/20/2015 RusHydro JSC confirmed VTB may acquire RUB 85,000.00 of newly issued shares. On 05/20/2015 Vedomosti reported that RusHydro JSC is seeking to sell shares to ...",Pending,INV,No, ,Friendly,0,Cash,0,0,2015-05-20,Negotiation,,, ,,, ,Moscow,Russia,RU,Financials,VTB Bank PJSC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Utilities,Utilities,Electric Utilities,RusHydro PJSC,, , , , , , , , , ,,,,,,,,,
,, ,107188617, ,2015-03-13,N/A,N/A,N/A,2015-09-30,,RUB,N/A,"Cross Border, Minority Purchase","On 05/21/2015 it was announced that Glencore PLC is no longer seeking 49%, but rather 46% of Russneft; on the same day the Russian Federal Anti-Monopoly Service approved the minority acquisition. Glencore PLC announced on 03/13/2015 that it had agreed to acquire 49% of Russneft OAO in exchang...",Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,46,2015-03-13,Negotiation,,, ,VTB Capital,, ,Baar,Switzerland,CH,Materials,Glencore PLC,140000, ,N.A., ,1311,N.A., ,N.A.,, ,Moscow,Russia,RU,Oil & Gas,Energy,Oil & Gas Supply Chain,RussNeft PJSC,5808,CRUDE PETR/NG, , , , , , , , ,,,,2015-05-21,,,,,
,, ,107303296, ,2015-05-25,N/A,N/A,N/A,2015-11-30,,RUB,N/A,Company Takeover,"On 05/25/2015, Bank Vozrozhdenie PJSC said that it was exploring a merger with Absolut Bank OAO. The decision would be taken in the next board meetings. With no further information disclosed, this proposal has been withdrawn.",Withdrawn,M&A,No, ,Friendly,-9907,Undisclosed,0,100,2015-05-25,Negotiation,,, ,,, ,Moscow,Russia,RU,Financials,Absolut Bank PAO,, ,N.A., ,6029,N.A., ,N.A.,, ,Moscow,Russia,RU,Banking,Financials,Banking,Bank Vozrozhdenie PJSC,,COML BANK NEC,0.41, ,0.37,0.05, , , , ,,,,,,,,,
,, ,107322059, ,2015-05-26,5.3,5.3,5.3 Mln,2015-05-26,,USD,5.3,"Venture Capital, Private Equity, Minority Purchase, Financing Round",A consortium led by Montrose Capital Management Ltd acquired a minority stake in Akoustis Technologies Inc. The transaction was completed on 5/26/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,United States,,Financials,"Montrose Capital Management Ltd,Private Investor",,,, ,3661,N.A., ,N.A.,, ,Huntersville,Russia,US,Media,Communications,Entertainment Content,Akoustis Technologies Inc,117,TELPHONE/TELEG, , , , , , , , ,,,,,,,,,
,Jones Day, ,107369642, ,2015-03-27,N/A,N/A,N/A,2015-03-27,,EUR,N/A,"Company Takeover, Cross Border",Minomax Investments Ltd acquired Volga Farming Ltd. The transaction was completed on 3/27/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,Mannheimer Swart, , ,Cyprus,CY,Financials,Minomax Investments Ltd,, ,N.A., ,5159,N.A., ,N.A.,, ,Nicosia,Russia,CY,Consumer Staple Products,Consumer Staples,Food,Volga Farming Ltd,,FARM PROD NEC, , , , , , , , ,,,,,,,,,
,, ,107453567, ,2015-05-28,N/A,N/A,N/A,2015-11-30,,INR,N/A,"Cross Border, Asset Sale","On 05/28/2015, it is reported that NMDC Ltd is looking to acquire potash asset in Russia. With no further information disclosed, this proposal has been withdrawn.",Withdrawn,AST,No, ,Friendly,0,Undisclosed,0,100,2015-05-28,On the Block,,, ,,, ,Hyderabad,India,IN,Materials,NMDC Ltd,5677, ,N.A., ,,N.A., ,N.A.,, ,,Russia,,Materials,Materials,Metals & Mining,Potash Asset,,, , , , , , , , ,,,,,,,,,
Sberbank CIB,Herbert Smith Fr, ,108328740, ,2015-06-16,N/A,N/A,N/A, ,,EUR,N/A,"Company Takeover, Cross Border",Raiffeisen Bank International AG announced the sale of NPF Raiffeisen ZAO to B&N Bank JSC. The transaction was announced on 6/16/2015 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Moscow,Russia,RU,Financials,B&N Bank JSC,, ,N.A.,N.A.,6371,Austria,AT,Financials,Raiffeisen Bank International AG, ,Moscow,Russia,RU,Insurance,Financials,Insurance,NPF Raiffeisen ZAO,,PENSION FUND, , , , , , , , ,,,,,,,,,
,, ,108387324, ,2015-06-17,N/A,N/A,N/A,2015-06-17,,RUB,N/A,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Additional Stake Purchase, Financing Round",A consortium led by Runa Capital Inc acquired a minority stake in LinguaLeo LLC. The transaction was completed on 6/17/2015. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","Runa Capital Inc (Fund: Runa Capital II),Social Discovery Ventures",,,, ,N.A.,N.A., ,N.A.,, ,N.A,Russia,RU,Software & Tech Services,Technology,Software,LinguaLeo LLC,, , , , , , , , , ,,,,,,,,,
,, ,108481453, ,2015-06-19,N/A,N/A,N/A,2015-09-01,,EUR,N/A,"Company Takeover, Cross Border","Pietro Barbaro SpA sold PB Norge AS, Prime Shipping OOO, PB Samara OOO, PB Volga Ltd & PB Samara III OOO to a consortium led by Rosneft Oil Co PJSC. The transaction was announced on 6/19/2015 and completed on 9/1/2015. Financial terms of the transaction are undisclosed.",Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,Sberbank CIB,, ,,Russia,,"Financials, Energy","Rosneft Oil Co PJSC,Sberbank of Russia PJSC (Fund: SBT Venture Capital/Fund)",,,,N.A.,,Italy,IT,Industrials,Pietro Barbaro SpA, ,,Russia,,"Industrial Services, Industrial Services, Industrial Services, Industrial Services, Industrial Services","Industrials, Industrials, Industrials, Industrials, Industrials","Transportation & Logistics, Transportation & Logistics, Transportation & Logistics, Transportation & Logistics, Transportation & Logistics","PB Norge AS,Prime Shipping OOO,PB Samara OOO,PB Volga Ltd,PB Samara III OOO",,, , , , , , , , ,,,,,,,,,
,Cms Legal, ,108597341, ,2015-04-13,N/A,N/A,N/A, ,,EUR,N/A,"Cross Border, Asset Sale",Doehler Group SE announced the acquisition of 2 Fruit juice production plants/Russia. The transaction was announced on 4/13/2015 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Darmstadt,Germany,DE,Consumer Staples,Doehler Group SE,9471,FLAVR EXTR/SYR,2087, ,,N.A., ,N.A.,, ,,Russia,,N.A.,N.A.,N.A.,2 Fruit juice production plants/Russia,,, , , , , , , , ,,,,,,,,,
