name,country,industry,grade_latest,action_type,filings_searched,filing_dates,writedown_usd_mn,sale_price_usd_mn,all_amounts_mn,filing_urls,edgar_search_url,status
Dell,United States,Information Technology,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Dell%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22Dell%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Deloitte,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Deloitte%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Delta Air Lines,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Delta%20Air%20Lines%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Diebold Nixdorf,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Diebold%20Nixdorf%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Digicert,United States,Information Technology,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Digicert%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
DirecTV,United States,Communication Services,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=DirecTV%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Discover,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Discover%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Discovery,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Discovery%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Disney,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Disney%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Docker,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Docker%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22Docker%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Domino's Pizza,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Domino%27s%20Pizza%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22Domino%27s+Pizza%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Donaldson Company,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Donaldson%20Company%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Draftkings,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Draftkings%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Dreamstime,United States,Communication Services,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Dreamstime%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
DuPont,United States,Materials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=DuPont%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
ECFMG,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=ECFMG%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
EPAM,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=EPAM%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
EY,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=EY%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
EarthDaily Analytics,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=EarthDaily%20Analytics%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Egon Zehnder,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Egon%20Zehnder%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Electronic Arts,United States,Communication Services,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Electronic%20Arts%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Emerson Electric,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Emerson%20Electric%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
EnerSys,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=EnerSys%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22EnerSys%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Energizer,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Energizer%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Equinix,United States,Real Estate,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Equinix%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Estee Lauder,United States,Consumer Staples,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Estee%20Lauder%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Etsy,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Etsy%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Euronet Worldwide,United States,Financials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Euronet%20Worldwide%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Exiger,United States,Industrials,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Exiger%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Expedia,United States,Consumer Discretionary,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Expedia%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Exxonmobil,United States,Energy,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Exxonmobil%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
FICO,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=FICO%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
FMC Corporation,United States,Materials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=FMC%20Corporation%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
FedEx,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=FedEx%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Fidelity,United States,Financials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Fidelity%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Fitch,United States,Financials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Fitch%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Five9,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Five9%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Flowserve,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Flowserve%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Ford,United States,Consumer Discretionary,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Ford%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Fortinet,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Fortinet%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
GM,United States,Consumer Discretionary,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=GM%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
GXO Logistics,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=GXO%20Logistics%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Gap Inc,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Gap%20Inc%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Garmin,United States,Consumer Discretionary,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Garmin%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Generac,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Generac%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Global Foundries,United States,Information Technology,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Global%20Foundries%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
GoDaddy,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=GoDaddy%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Goodyear,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Goodyear%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Grainpro,United States,Materials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Grainpro%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Grammarly,United States,Information Technology,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Grammarly%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Grant Thornton,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Grant%20Thornton%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22Grant+Thornton%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Grid Dynamics,United States,Information Technology,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Grid%20Dynamics%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
HP Enterprise (Independent from HP Inc.),United States,Information Technology,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=HP%20Enterprise%20%28Independent%20from%20HP%20Inc.%29%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
HP Inc.,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=HP%20Inc.%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Halliburton,United States,Energy,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Halliburton%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Hard Rock Café,United States,Consumer Staples,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Hard%20Rock%20Caf%C3%A9%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Harley-Davidson,United States,Consumer Discretionary,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Harley-Davidson%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Hasbro,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Hasbro%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Hearst Communications,United States,Communication Services,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Hearst%20Communications%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Heidrick &amp; Struggles,United States,Industrials,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Heidrick%20%26amp%3B%20Struggles%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22Heidrick+%26amp%3B+Struggles%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Herbalife,United States,Consumer Staples,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Herbalife%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Hertz,United States,Consumer Discretionary,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Hertz%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Honeywell,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Honeywell%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
IBM,United States,Information Technology,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=IBM%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
IDEXX Labs,United States,Health Care,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=IDEXX%20Labs%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Illinois Tool Works,United States,Industrials,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Illinois%20Tool%20Works%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Indeed,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Indeed%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Institute of Internal Auditors,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Institute%20of%20Internal%20Auditors%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Intel,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Intel%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Interactive Advertising Bureau,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Interactive%20Advertising%20Bureau%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Intercontinental Exchange,United States,Financials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Intercontinental%20Exchange%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
International Cycling Union,United States,NGO,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=International%20Cycling%20Union%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
International Paper,United States,Materials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=International%20Paper%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Interpublic Group,United States,Communication Services,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Interpublic%20Group%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Intertek,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Intertek%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Intuit,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Intuit%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
JLL,United States,Real Estate,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=JLL%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Jabil,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Jabil%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Juniper Networks,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Juniper%20Networks%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
KPMG,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=KPMG%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Kearney,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Kearney%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Kelly,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Kelly%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Kennametal,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Kennametal%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Kennedys,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Kennedys%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Kingston,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Kingston%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Koch Industries,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Koch%20Industries%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Kofax,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Kofax%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Korn Ferry,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Korn%20Ferry%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Krispy Kreme,United States,Consumer Discretionary,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Krispy%20Kreme%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Lamb Weston,United States,Consumer Staples,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Lamb%20Weston%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Latham &amp; Watkins,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Latham%20%26amp%3B%20Watkins%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Lear Corporation,United States,Consumer Discretionary,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Lear%20Corporation%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Levi Strauss,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Levi%20Strauss%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Lexmark,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Lexmark%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Lincoln Electric,United States,Industrials,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Lincoln%20Electric%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Little Caesar's,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Little%20Caesar%27s%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Live Nation Entertainment,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Live%20Nation%20Entertainment%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Lumen,United States,Communication Services,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Lumen%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
MSC,United States,Financials,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=MSC%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
MSCI,United States,Financials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=MSCI%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Marriott,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Marriott%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Marsh McLennan,United States,Financials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Marsh%20McLennan%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Marvell,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Marvell%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Mastercard,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Mastercard%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Match Group,United States,Communication Services,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Match%20Group%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
