name,country,industry,grade_latest,action_type,filings_searched,filing_dates,writedown_usd_mn,sale_price_usd_mn,all_amounts_mn,filing_urls,edgar_search_url,status
Mattel,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Mattel%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
McCormick,United States,Consumer Staples,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=McCormick%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
McDonald's,United States,Consumer Discretionary,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=McDonald%27s%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
McKinsey,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=McKinsey%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Meta,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Meta%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Mettler Toledo,United States,Health Care,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Mettler%20Toledo%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Micron,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Micron%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Microsoft,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Microsoft%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Moneygram,United States,Financials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Moneygram%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
MongoDB,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=MongoDB%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Monroe Energy,United States,Energy,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Monroe%20Energy%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Moog Inc.,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Moog%20Inc.%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Morgan Lewis,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Morgan%20Lewis%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Motorola Solutions,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Motorola%20Solutions%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
NCR,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=NCR%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
NHL,United States,NGO,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=NHL%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Namecheap,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Namecheap%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Nasdaq,United States,Financials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Nasdaq%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
NetApp,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=NetApp%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Netflix,United States,Communication Services,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Netflix%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Netscout,United States,Information Technology,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Netscout%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
New Balance,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=New%20Balance%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Niantic Labs,United States,Information Technology,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Niantic%20Labs%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Nike,United States,Consumer Discretionary,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Nike%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Norton,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Norton%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Norwegian Cruise Lines,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Norwegian%20Cruise%20Lines%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Nu Skin,United States,Consumer Staples,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Nu%20Skin%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Nutanix,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Nutanix%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Nvidia,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Nvidia%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
ON24,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=ON24%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Oceania Cruises,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Oceania%20Cruises%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Omnicom Media Group,United States,Communication Services,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Omnicom%20Media%20Group%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
OneWeb,United States,Communication Services,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=OneWeb%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Oracle,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Oracle%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Otis Worldwide,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Otis%20Worldwide%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Owens Corning,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Owens%20Corning%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
PGL Esports,United States,Communication Services,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=PGL%20Esports%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
PHX,United States,Energy,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=PHX%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
PTC,United States,Information Technology,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=PTC%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
PVH,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=PVH%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
PagerDuty,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=PagerDuty%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Papa John's,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Papa%20John%27s%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Par Pacific,United States,Energy,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Par%20Pacific%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Paramount,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Paramount%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Parker Hannifin,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Parker%20Hannifin%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Payoneer,United States,Information Technology,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Payoneer%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Paypal,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Paypal%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Peak Design,United States,Consumer Staples,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Peak%20Design%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22Peak+Design%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Pentair,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Pentair%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Polaris,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Polaris%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Primo Water,United States,Consumer Staples,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Primo%20Water%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Princess Cruises,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Princess%20Cruises%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Pure Storage,United States,Information Technology,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Pure%20Storage%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
PwC,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=PwC%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Qualcomm,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Qualcomm%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
R&amp;A,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=R%26amp%3BA%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
RTB,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=RTB%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22RTB%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Raisio,United States,Consumer Staples,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Raisio%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Ralph Lauren,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Ralph%20Lauren%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Raytheon,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Raytheon%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Red Hat,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Red%20Hat%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Regent Seven Seas Cruises,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Regent%20Seven%20Seas%20Cruises%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Remitly Global,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Remitly%20Global%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Rocket Lawyer,United States,Information Technology,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Rocket%20Lawyer%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Rockwell Automation,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Rockwell%20Automation%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Roku,United States,Communication Services,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Roku%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Royal Caribbean Cruises,United States,Consumer Discretionary,B,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Royal%20Caribbean%20Cruises%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
S&amp;P 500 [S&amp;P Dow Jones Indices],United States,Financials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=S%26amp%3BP%20500%20%5BS%26amp%3BP%20Dow%20Jones%20Indices%5D%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Salesforce,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Salesforce%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Sherwin Williams,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Sherwin%20Williams%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Sidley Austin,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Sidley%20Austin%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Slack,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Slack%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
SonoSim,United States,Health Care,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=SonoSim%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Sonos,United States,Consumer Discretionary,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Sonos%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Squire Patton Boggs,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Squire%20Patton%20Boggs%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Stanley Black &amp; Decker,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Stanley%20Black%20%26amp%3B%20Decker%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_efts_results
Starbucks,United States,Consumer Discretionary,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Starbucks%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
State Street,United States,Financials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=State%20Street%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Strava,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Strava%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Swagelok,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Swagelok%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Sylvamo,United States,Materials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Sylvamo%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Synopsys,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Synopsys%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
TJ Maxx,United States,Consumer Discretionary,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=TJ%20Maxx%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Take-Two Interactive,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Take-Two%20Interactive%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Teradata,United States,Information Technology,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Teradata%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Terex Corporation,United States,Industrials,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Terex%20Corporation%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Thermo Fisher,United States,Health Care,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Thermo%20Fisher%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
TikTok,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=TikTok%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Timken,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Timken%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Tom Ford,United States,Consumer Discretionary,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Tom%20Ford%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Trimble,United States,Information Technology,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=Trimble%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
TripAdvisor,United States,Communication Services,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=TripAdvisor%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,efts_error:500 Server Error: Internal Server Error for url: https://efts.sec.gov/LATEST/search-index?q=%22TripAdvisor%22+Russia+impairment&forms=10-K%2C20-F&dateRange=custom&startdt=2022-01-01&enddt=2024-12-31
Twin Disc,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Twin%20Disc%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Twitter,United States,Communication Services,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Twitter%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
UL,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=UL%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
UPS,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=UPS%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Uber,United States,Information Technology,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Uber%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
UiPath,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=UiPath%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Under Armour,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Under%20Armour%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
United Airlines,United States,Industrials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=United%20Airlines%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Universal,United States,Communication Services,A,sold,0,,,,,,https://www.sec.gov/edgar/search/#/q=Universal%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Upwork,United States,Industrials,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Upwork%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
VF Corporation,United States,Consumer Discretionary,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=VF%20Corporation%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
VMWare,United States,Information Technology,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=VMWare%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Valero Energy,United States,Energy,B,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Valero%20Energy%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
VanEck,United States,Financials,A,other,0,,,,,,https://www.sec.gov/edgar/search/#/q=VanEck%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
Vanguard,United States,Financials,A,suspended,0,,,,,,https://www.sec.gov/edgar/search/#/q=Vanguard%20Russia%20impairment%20write&dateRange=custom&category=custom&startdt=2022-01-01&enddt=2024-12-31&forms=10-K%2C20-F,no_cik_in_hits
