name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,action_text
Wienerberger,Austria,Industrials,A,F,sold,yes,Fully exit Russia after selling its operations
Willis Towers Watson,United Kingdom,Financials,A,A,sold,yes,Fully exit Russia and transfer ownership to local management
Windstar Cruises,United States,Consumer Discretionary,A,,other,no,Cancel all Russian cruises
Winston &amp; Strawn,United States,Industrials,A,,other,no,Close Russian office
Women's Tennis Association,United States,NGO,A,A,suspended,yes,Suspend Russian partnerships
World Athletics Council,United States,NGO,A,A,other,yes,Ban on all Russian competition
World Boxing Association,Panama,NGO,A,A,other,yes,Ban on all Russian competition
World Boxing Organization,United States,NGO,A,A,other,yes,Ban on all Russian competition
World Rowing Federation,United States,NGO,A,A,other,yes,Ban on all Russian competition
World Rugby Union,Ireland,NGO,A,A,other,yes,Ban on all Russian competition
YIT,Finland,Industrials,A,A,other,yes,Exits Russia projects
ZET Chemie,Germany,Materials,A,F,other,yes,still operating in Russia
ZF Friedrichshafen,Germany,Consumer Discretionary,A,C,other,yes,Ended all business in Russia
Zepz,United Kingdom,Financials,A,,other,no,Disable all Russian transactions
Zott,Germany,Consumer Staples,A,,other,no,discontinue business in preparation for liquidation
Zurich Insurance Group,Switzerland,Financials,A,A,sold,yes,sell Russian business to local team and exit market
Zwack,Hungary,Consumer Staples,A,F,other,yes,Terminated Business in Russia
edX (2U),United States,Information Technology,A,A,sold,yes,withdraw from all Russian partnerships
3M,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
ACCA,United Kingdom,Industrials,B,B,suspended,yes,suspend operations in Russia and Belarus
ADEO | Leroy Merlin,France,Consumer Discretionary,B,C,other,yes,Will transfer control of Leroy Merlin
ADP,United States,Information Technology,B,B,suspended,yes,suspend sales/services to Russia
AICPA,United States,Industrials,B,B,sold,yes,suspend sale and delivery of services indefinitely
AL-KO Vehicle Technology,Germany,Consumer Discretionary,B,B,suspended,yes,suspend deliveries to Russia and Belarus
AM Best,United States,Information Technology,B,B,suspended,yes,suspend all commercial activities to Russian clients
AMD,United States,Information Technology,B,B,suspended,yes,suspend all sales to Russia
ARM,United Kingdom,Information Technology,B,B,suspended,yes,suspend shipments according to sanctions
AXA,France,Financials,B,B,suspended,yes,stop underwriting new insurance &amp; stop renewals
AXA Investments Managers,France,Financials,B,B,suspended,yes,pause investments &amp; prohibit new subscriptions
Abrdn,United Kingdom,Financials,B,B,suspended,yes,suspend investments in Russia and reduce exposure
Acer,Taiwan,Information Technology,B,B,suspended,yes,suspend its business in Russia
Acne Studios,Sweden,Consumer Discretionary,B,B,other,yes,put all Russian activities on hold
Adamed,Poland,Health Care,B,B,suspended,yes,halt sales and production in Russia
Air Astana,Kazakhstan,Industrials,B,B,suspended,yes,suspend flights to Russia
Air France,France,Industrials,B,B,suspended,yes,halt flight to and from Russia
Air Malta,Malta,Industrials,B,B,suspended,yes,suspend all flights to and from Russia
Airbnb,United States,Consumer Discretionary,B,B,other,yes,block bookings and block accepting guests in Russia
Akamai,United States,Information Technology,B,B,suspended,yes,suspend sales in Russia
Akin Gump,United States,Industrials,B,B,suspended,yes,suspend operations in Russia
Alaska Airlines,United States,Industrials,B,B,suspended,yes,temporarily suspend partnership with Russian airline
Alimentation Couche-Tard,Canada,Consumer Staples,B,B,suspended,yes,suspend operations
Alstom,France,Industrials,B,B,suspended,yes,suspend shipments to Russia
Amazon,United States,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Ambarella,United States,Information Technology,B,B,suspended,yes,suspend shipments into Russia
Amdocs,United States,Information Technology,B,B,suspended,yes,stop all new sales of product and services in Russia
Amer Sports,Finland,Consumer Discretionary,B,B,other,yes,Intention to discontinue business in Russia
American Express,United States,Financials,B,B,suspended,yes,suspend operations in Russia
Amica,Poland,Consumer Discretionary,B,B,suspended,yes,suspended Russian exports
Analog Devices,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia according to sanctions
Ansys,United States,Information Technology,B,B,suspended,yes,suspend all sales and business activity
Aon PLC,United Kingdom,Financials,B,B,suspended,yes,suspend operations in Russia
Apple,United States,Information Technology,B,B,suspended,yes,suspend all official site sales; turn off select apps and services
Arla,Denmark,Consumer Staples,B,B,other,yes,suspends all operations
Asian Infrastructure Investment Bank,China,Financials,B,B,other,yes,curtail Russian access to capital markets
Asos,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Association of International Certified Professional Accountants,United States,Industrials,B,B,other,yes,indefinite suspension of services within Russia
Aston Martin,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Asus,Taiwan,Information Technology,B,B,suspended,yes,suspend shipments to Russia
Atlassian,Australia,Information Technology,B,B,suspended,yes,Suspended software sales to Russia
Audi,Germany,Consumer Discretionary,B,B,suspended,yes,suspend operations at Kaluga assembly plant
Australia Post,Australia,Communication Services,B,,suspended,no,Suspend all business with Russia
Austrian Airlines,Austria,Industrials,B,B,other,yes,Cancel Russian flights until July
Autodesk,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Avast,Czech Republic,Information Technology,B,B,suspended,yes,suspend all operations in Russia
Axis Communication,Sweden,Consumer Discretionary,B,,suspended,no,Suspend all product shipments to Russia
Azerbaijan Airlines,Azerbaijan,Industrials,B,B,suspended,yes,suspend flights to Russia
B Lab,United States,NGO,B,B,suspended,yes,suspend Russian companies from obtaining certifications
BCG,United States,Industrials,B,B,suspended,yes,suspend operations; Moscow office ope
BMC,United States,Information Technology,B,B,suspended,yes,suspend all business with Russia &amp; Belarus
BMW,Germany,Consumer Discretionary,B,B,suspended,yes,suspend exports to and production in Russia
BNP Paribas,France,Financials,B,B,suspended,yes,suspend new business in Russia/curtail financing
BUDVAR Centrum Sp. z.o.o.,Poland,Industrials,B,B,suspended,yes,Suspended Activity
Badminton World Federation,Malaysia,NGO,B,B,other,yes,cancel all tournaments
Bain,United States,Industrials,B,B,suspended,yes,suspend consulting for all Russian businesses
Bang &amp; Olufsen,Denmark,Information Technology,B,,suspended,no,suspended deliveries and sales to Russia
Bank of China,China,Financials,B,B,other,yes,curtail Russian access to capital markets
Bentley,United States,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Big Fish Games,United States,Communication Services,B,B,suspended,yes,suspend downloadable game business in Russia
Bitdefender,Romania,Information Technology,B,B,suspended,yes,suspend all sales to Russia
BlackBerry,Canada,Information Technology,B,B,other,yes,cease all activities in Russia
Boeing,United States,Industrials,B,B,suspended,yes,suspend operations in Russia/titanium purchases
Bombardier,Canada,Industrials,B,B,other,yes,restrict Russian business
Boohoo Group,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Boosteroid Cloud Gaming,United Arab Emirates,Information Technology,B,B,suspended,yes,suspend services to Russia
Boryszew,Poland,Materials,B,B,suspended,yes,suspended operations in Russia
Brav,Norway,Consumer Discretionary,B,B,suspended,yes,suspend sales and operations in Russia
Bridgestone Tire,Japan,Consumer Discretionary,B,B,suspended,yes,suspend manufacturing in Russia and shipments into
Brinks,United States,Consumer Discretionary,B,,suspended,no,Suspended business in Russia
British Airways,United Kingdom,Industrials,B,B,other,yes,cancel Russian flights
Brown-Forman,United States,Consumer Staples,B,B,suspended,yes,suspend commercial operations in Russia
Brunico Communications,Canada,Communication Services,B,,other,no,Put all business with Russia on hold
Budweiser Budvar,Czech Republic,Consumer Staples,B,B,other,yes,suspends production and supply of beer
Bulgaria Air,Bulgaria,Industrials,B,B,suspended,yes,suspend flights to Russia
Bulgarian Postbank,Bulgaria,Financials,B,B,suspended,yes,stop operations in Russian ruble
Burberry,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Buta Airways,Azerbaijan,Industrials,B,B,suspended,yes,suspend flights to Russia
CBRE,United States,Real Estate,B,B,other,yes,discontinue Russian business
CME Group,United States,Financials,B,B,suspended,yes,suspend acceptance of certain Russian commodities
CNH Industrial,United Kingdom,Industrials,B,B,suspended,yes,suspend sales to Russia
Callaway Golf,United States,Consumer Discretionary,B,,suspended,no,Suspended business in Russia
Canada Goose,Canada,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Canadian Tire,Canada,Consumer Discretionary,B,B,other,yes,close Russia stores
Canon,Japan,Information Technology,B,B,suspended,yes,suspend deliveries in Russia
Canonical,United Kingdom,Information Technology,B,B,suspended,yes,suspend support &amp; professional services
Capgemini,France,Information Technology,B,B,suspended,yes,stop services to Russia
Cargolux,Luxembourg,Industrials,B,B,suspended,yes,suspend all shipments into and through Russia
Ceratizit,Luxembourg,Industrials,B,A,suspended,yes,Stop all deliveries to Russia and Belarus. Still distributes through distributors
Chemours,United States,Materials,B,,suspended,no,Suspended business in Russia
Chevron,United States,Energy,B,B,other,yes,"Pausing all transactions and sales of refining products, lubricants, and chemicals"
Chipperfield,United Kingdom,Industrials,B,B,suspended,yes,suspend operations in Russia
Chopard,Switzerland,Consumer Discretionary,B,,suspended,no,Suspend all Russian diamond purchases
Cie Automotives,Spain,Consumer Discretionary,B,B,other,yes,temporarily shut down aluminum plant
Ciena,United States,Communication Services,B,B,suspended,yes,suspend business operations in Russia
Citrix,United States,Information Technology,B,B,suspended,yes,suspend all sales to Russia
Cleary Gottlieb,United States,Industrials,B,B,suspended,yes,suspend Russian operations
Clorox,United States,Consumer Staples,B,B,suspended,yes,suspend business activity in Russia
Clutch,United States,Industrials,B,B,suspended,yes,suspend all business activity
Cogent Communications,United States,Communication Services,B,B,other,yes,cut all internet to Russia
Columbia Sportswear,United States,Consumer Discretionary,B,B,suspended,yes,pause taking any new orders from Russian distributor &amp; remove future sales
Commerzbank,Germany,Financials,B,B,suspended,yes,suspend operations in Russia
Conde Nast,United States,Communication Services,B,B,suspended,yes,suspend all publishing operations
Conformis,United States,Health Care,B,B,suspended,yes,suspend distribution operations in Russia
Costco,United States,Consumer Discretionary,B,B,suspended,yes,stopped purchases from Russia
Coupa,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Coursera,United States,Consumer Discretionary,B,B,suspended,yes,platform available; refrain from financial benefits from the region; suspend some content
Credit Agricole,France,Financials,B,B,suspended,yes,suspend all services in Russia
Criteo,France,Consumer Discretionary,B,,other,no,Discontinued Operations
Crocs,United States,Consumer Discretionary,B,B,suspended,yes,suspend D2C business
Curve,United Kingdom,Financials,B,B,other,yes,no longer allow Russian payment cards &amp; transaction in RUB
Cyprus Airways,Cyprus,Industrials,B,B,suspended,yes,suspend flights to Russia
DACHSER,Germany,Industrials,B,B,other,yes,End all transports to Russia
DAF,Netherlands,Consumer Discretionary,B,,suspended,no,Suspend business in Russia
DHL,Germany,Industrials,B,B,suspended,yes,suspend all shipments to Russia
DJI,China,Information Technology,B,B,suspended,yes,stop selling drones in Russia
DKV Mobility,Germany,Information Technology,B,B,suspended,yes,stop all activity for Russian domestic business
DSV A/S,Denmark,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Daimler Truck,Germany,Consumer Discretionary,B,B,other,yes,freeze activities in Russia
Damen,Netherlands,Industrials,B,B,suspended,yes,"stop supplying ships to Russia, halt new contracts"
Danaher,United States,Health Care,B,B,suspended,yes,suspended shipments to Russia except for humanitarian medical products
Danone,France,Consumer Staples,B,B,other,yes,Announced Transfer
Danske Bank,Denmark,Financials,B,C,suspended,yes,suspend operations in Russia
Dassault Aviation,France,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Dassault Systèmes,France,Information Technology,B,B,suspended,yes,suspend business operations in Russia
Debevoise &amp; Plimpton,United States,Industrials,B,,sold,no,Wind down Russia operations; local partners and counsel open Russian business
Decathlon,France,Consumer Discretionary,B,B,suspended,yes,suspend the operation of its stores in Russia
Deckers,United States,Consumer Discretionary,B,B,suspended,yes,suspend business in Russia
Demant,Denmark,Health Care,B,B,suspended,yes,suspend all trade with Russia
Denso,Japan,Consumer Discretionary,B,B,suspended,yes,suspend all shipments into Russia
Depositphotos,Ukraine,Consumer Discretionary,B,B,suspended,yes,stop all sales and services to Russia
Diadora,Italy,Consumer Discretionary,B,B,suspended,yes,suspend contracts with Russian commercial partners
Diageo,United Kingdom,Consumer Staples,B,B,suspended,yes,suspend all shipments to Russia
Diebold Nixdorf,United States,Information Technology,B,B,suspended,yes,suspend shipments and sales of any kind into Russia.
DirecTV,United States,Communication Services,B,B,other,yes,cut Kremlin backed TV networks
Discover,United States,Communication Services,B,B,suspended,yes,suspend efforts to establish Russian presence
Discovery,United States,Communication Services,B,,suspended,no,Suspend Russian access
Disney,United States,Communication Services,B,B,suspended,yes,pause new content releases
Dreamstime,United States,Communication Services,B,B,other,yes,restrict download plans and payments for Russian customers
DuPont,United States,Materials,B,B,suspended,yes,suspend operations in Russia and Belarus
Dyson,Singapore,Consumer Discretionary,B,,suspended,no,Suspend business in Russia
ECFMG,United States,Industrials,B,,suspended,no,Suspend Russian certifications
EDF,France,Utilities,B,B,suspended,yes,suspend Moscow office
ESET,Slovakia,Information Technology,B,B,suspended,yes,suspend all sales to Russia
Edrington,United Kingdom,Consumer Staples,B,B,suspended,yes,suspend all shipments to Russia
Egon Zehnder,United States,Industrials,B,B,suspended,yes,stop operations in Russia
Electrolux,Sweden,Consumer Discretionary,B,B,other,yes,suspending all shipments into Russia
Elsevier,Netherlands,Communication Services,B,C,sold,yes,Winding down all operations in Russia
Embraer,Brazil,Industrials,B,B,suspended,yes,suspend supplying parts and services to Russia
Epiroc,Sweden,Consumer Staples,B,B,suspended,yes,pause all deliveries to Russia and no operations domestically
Eppendorf SE,Germany,Health Care,B,B,suspended,yes,suspend exports to Russia; keep rep office open
Epson,Japan,Consumer Discretionary,B,B,suspended,yes,suspend exports to Russia &amp; Belarus
Equinix,United States,Real Estate,B,B,suspended,yes,suspend Russian partnerships and customers
Ericsson,Sweden,Information Technology,B,B,suspended,yes,suspend all shipments to Russia
Esri,United Kingdom,Information Technology,B,C,other,yes,Suspending all sales of products and services.
Estee Lauder,United States,Consumer Staples,B,B,suspended,yes,suspend operations in Russia
Etex,Belgium,Communication Services,B,,suspended,no,Suspended business in Russia
Eurasian Resources Group,Luxembourg,Materials,B,,suspended,no,Suspend substantively all Russian commodities purchases
European University Association,Belgium,NGO,B,B,other,yes,cease cooperation with governmental agencies in Russia
Exiger,United States,Industrials,B,B,other,yes,halting all activity and due diligence in Russia
Exor,Netherlands,Financials,B,B,other,yes,holding company's assets are suspending operations
FANUC,Japan,Industrials,B,A,suspended,yes,"Totally suspend all shipments, services and maintenance in Russia"
FIBA,Switzerland,NGO,B,B,other,yes,ban Russian teams and officials from participating in basketball events
FIFA,Switzerland,Industrials,B,B,other,yes,ban Russian athletes from competing
Famur,Poland,Industrials,B,B,suspended,yes,suspend Russian exports
Farfetch,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
FedEx,United States,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Ferragamo,Italy,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Ferrari,Italy,Consumer Discretionary,B,B,suspended,yes,suspend sales in Russia
Fidelity,United States,Financials,B,,suspended,no,Suspend trading of Russian securities
Finnlines,Finland,Industrials,B,B,suspended,yes,suspend all traffic to Russia
Fitch,United States,Financials,B,B,suspended,yes,suspend operations in Russia
Fiverr,Israel,Consumer Discretionary,B,B,suspended,yes,suspend business
Fluidra,Spain,Industrials,B,F,suspended,yes,Stopped busisness. In process of selling subsidaries
Forest Stewardship Council (FSC),Germany,NGO,B,B,suspended,yes,suspend all trading certificates in Russia &amp; Belarus and block all controlled wood sourcing from the two countries
Fortinet,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Foster + Partners,United Kingdom,Industrials,B,B,suspended,yes,stop work on projects in Russia
Fujitsu,Japan,Information Technology,B,B,other,yes,cease orders and shipments to Russia
Fédération Internationale de Motocyclisme,Switzerland,NGO,B,B,other,yes,"ban Russian, Belarusian licence holders"
Ganni,Denmark,Consumer Discretionary,B,B,other,yes,freeze all trade with Russia
Gap Inc,United States,Consumer Discretionary,B,C,suspended,yes,stopped shipments to franchisees in Russia
Gasum,Finland,Energy,B,,suspended,no,Suspend all purchases from Russia
Generac,United States,Industrials,B,,suspended,no,Suspend all business in Russia
Gestamp,Spain,Consumer Discretionary,B,B,suspended,yes,stopped production
GetYourGuide,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend all Russian operations
Goodyear,United States,Consumer Discretionary,B,B,suspended,yes,suspend shipments of tires to Russia
Grainpro,United States,Materials,B,B,suspended,yes,suspend all operations in Russia
Grammarly,United States,Information Technology,B,B,other,yes,block users located in Russia and Belarus from using products or services
Graphisoft,Hungary,Information Technology,B,B,suspended,yes,"suspended new activities, disabled access to our commercial services in Russia"
Grupa Azoty,Poland,Materials,B,B,suspended,yes,stopped exporting its products to Russia or Belarus
Grupo Antolín,Spain,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Grupo Bimbo,Mexico,Consumer Staples,B,B,suspended,yes,"Suspended distribution of the Bimbo Brand at retail, but left Moscow Bimbo QSR plant operating for food service products"
HARIBO,Germany,Consumer Staples,B,B,suspended,yes,suspend production to Russia
HHLA,Germany,Financials,B,B,suspended,yes,suspend entry of Russian shipments at owned ports
HMM,South Korea,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Hannover Re,Germany,Financials,B,B,suspended,yes,halt underwriting business
Hapag Lloyd,Germany,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Harley-Davidson,United States,Consumer Discretionary,B,B,other,yes,suspending all business in Russia
Hasbro,United States,Consumer Discretionary,B,B,suspended,yes,pause toy shipments of Russia
Heraeus,Germany,Industrials,B,B,suspended,yes,stop goods and money flows to Russia
Herbalife,United States,Consumer Staples,B,C,suspended,yes,suspend sales and shipments to Russia
Hermes,France,Consumer Discretionary,B,B,suspended,yes,suspend all operations in Russia
Herzog &amp; de Meuron,Switzerland,Industrials,B,,suspended,no,suspend work on Russian projects
Hexagon,Sweden,Information Technology,B,B,other,yes,freeze all business activities
Hindalco,India,Materials,B,F,suspended,yes,suspend operations
Hitachi Construction,Japan,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Honda,Japan,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Honey Group,Finland,Consumer Staples,B,B,suspended,yes,suspend sales to Russia
Hugo Boss,Germany,Consumer Discretionary,B,B,other,yes,temporarily close stores and e-commerce sites
Hunkemoller,Netherlands,Consumer Discretionary,B,B,suspended,yes,suspend operations of on-site and online stores
Husqvarna,Sweden,Consumer Discretionary,B,B,suspended,yes,stop exports to Russia &amp; halt investments
Hyundai,South Korea,Consumer Discretionary,B,B,suspended,yes,suspend manufacturing in Russia
ICBC,China,Financials,B,B,other,yes,curtail Russian access to capital markets
Iberia,Spain,Industrials,B,B,other,yes,canceling flights to Russia
Icecat,Netherlands,Industrials,B,B,other,yes,suspends activities for the Russian market
Illinois Tool Works,United States,Industrials,B,B,other,yes,suspension of sales to Russia
Indeed,United States,Information Technology,B,B,suspended,yes,suspend service in Russia
Institute of Internal Auditors,United States,Industrials,B,B,suspended,yes,suspend business in Russia
Intel,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia
Interactive Advertising Bureau,United States,Industrials,B,B,suspended,yes,suspend licensing in Russia and Belarus
Intercomm Foods,Greece,Consumer Staples,B,B,other,yes,Stopping shipments to Russia
International Canoe Federation,Switzerland,NGO,B,B,suspended,yes,suspend Russian athletes &amp; relocate Russian events
International Federation of Sport Climbing,Italy,NGO,B,B,suspended,yes,suspend Russian teams from participation; suspend Russian events
International Tennis Federation,United Kingdom,NGO,B,B,suspended,yes,suspend Russian partnerships
Intertek,United States,Industrials,B,B,suspended,yes,suspend operations
Intuit,United States,Information Technology,B,B,suspended,yes,suspend customer accounts
Isuzu,Japan,Consumer Discretionary,B,,suspended,no,Suspend business in Russia
JCB,United Kingdom,Industrials,B,B,suspended,yes,pause business in Russia
Jablotron,Czech Republic,Consumer Discretionary,B,B,other,yes,halts sales and blocks data services to products assembled in  Russia
Japan Credit Bureau (JCB),Japan,Financials,B,,suspended,no,suspend operations in Russia
Johnson Controls,Ireland,Industrials,B,B,suspended,yes,suspend operations in Russia
Julipedra,Portugal,Materials,B,B,suspended,yes,suspended exports to Russia
Jungheinrich,Germany,Industrials,B,B,suspended,yes,keep Russia office; stop exports to Russia
Juniper Networks,United States,Information Technology,B,B,suspended,yes,suspend sales in Russia
KBC Group,Belgium,Financials,B,B,suspended,yes,suspend transactions with certain Russian banks
KGHM,Poland,Materials,B,B,suspended,yes,"suspended Russian contracts, subsidiary ZANAM Vostok in Russia"
KLM,Netherlands,Industrials,B,B,other,yes,cancel flights to and from Russia
KONE,Finland,Industrials,B,B,suspended,yes,suspend deliveries to Russia &amp; stop new Russian orders
KUKA,Germany,Industrials,B,B,suspended,yes,suspend all business with Russia
Kepenou Mills,Greece,Consumer Staples,B,B,suspended,yes,stop wheat orders from Russia
Kering,France,Consumer Discretionary,B,B,other,yes,close all stores in Russia
Kerry Group,Ireland,Consumer Staples,B,B,other,yes,suspending operations
Kingston,United States,Information Technology,B,B,suspended,yes,suspend shipments to Russia
Kodak Alaris,United Kingdom,Information Technology,B,B,suspended,yes,suspend all business activity into Russia &amp; Belarus
Komatsu,Japan,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Konecranes,Finland,Industrials,B,B,suspended,yes,stop all orders from Russia
Konica Minolta,Japan,Consumer Discretionary,B,B,suspended,yes,new shipments suspended
Korean Air Lines,South Korea,Industrials,B,B,other,yes,no flying over Russian airspace; Russian flights cancelled
Korn Ferry,United States,Industrials,B,B,suspended,yes,suspend business in Russia
Krombacher,Germany,Consumer Staples,B,B,suspended,yes,stopped exports to Russia
Kronospan,Austria,Materials,B,F,other,yes,Separated out all business activities in Russia
Kubota,Japan,Industrials,B,B,other,yes,cancel production of equipment orders from Russian
Kurokesu,Lithuania,Consumer Discretionary,B,B,suspended,yes,suspend shipments to Russia
Kyocera,Japan,Information Technology,B,B,suspended,yes,suspend deliveries of all devices to Russia
Kärcher,Germany,Consumer Discretionary,B,B,suspended,yes,suspend exports to Russia &amp; halt investments
Körber,Germany,Industrials,B,B,suspended,yes,suspend new business with Russia
L'Oreal,France,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
LCBO,Canada,Consumer Staples,B,B,suspended,yes,suspend Russian-produced products
LG Electronics,South Korea,Information Technology,B,B,suspended,yes,suspend new product shipments to Russia
LUSH,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend online sales &amp; supply to Russia
La Lorraine,Belgium,Consumer Staples,B,B,suspended,yes,halt its 50mn euro investment in Moscow
Lanxess,Germany,Materials,B,B,suspended,yes,suspend business activities with Russia
Lego,Denmark,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
Leonardo,Italy,Industrials,B,B,suspended,yes,pause all JVs in Russia; helicopter production
Les Ballets de Monte-Carlo,Monaco,Consumer Discretionary,B,B,suspended,yes,suspend performance rights for his ballet
Levi Strauss,United States,Consumer Discretionary,B,B,suspended,yes,suspend all sales in Russia
Lexmark,United States,Information Technology,B,B,suspended,yes,suspend shipments to Russia
Little Caesar's,United States,Consumer Discretionary,B,B,suspended,yes,suspend Russian franchise support
Live Nation Entertainment,United States,Communication Services,B,B,suspended,yes,stop business with Russia
Lladró,Spain,Consumer Discretionary,B,B,suspended,yes,suspended service and shipment to Russia.  No new requests
Louis Dreyfus,Netherlands,Consumer Staples,B,B,suspended,yes,suspend operations in Russia
Lumen,United States,Communication Services,B,B,other,yes,cut networks to Russia
M&amp;G,United Kingdom,Financials,B,,other,no,phased divestment of Russian assets
MS &amp; AD Insurance Group,Japan,Financials,B,,other,no,suspending operations
MSC,United States,Financials,B,B,other,yes,temporary suspension of all shipments to Russia
MSC Cruises,Switzerland,Consumer Discretionary,B,B,suspended,yes,suspend calls to Russia
MV Group,Lithuania,Consumer Staples,B,B,other,yes,"suspends all imports and orders, froze partner brands"
MVRDV,Netherlands,Industrials,B,B,suspended,yes,suspend operations in Russia
Magna,Canada,Consumer Discretionary,B,B,suspended,yes,suspend Russian plants
Magna Steyr,Austria,Consumer Discretionary,B,B,suspended,yes,suspend deliveries to Russia
Mango,Spain,Consumer Discretionary,B,B,suspended,yes,suspend direct operations in Russia
Manolo Blahnik,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend sales to Russia
Marks &amp; Spencer,United Kingdom,Consumer Staples,B,,suspended,no,suspend all shipments to Russia
Marriott,United States,Consumer Discretionary,B,B,suspended,yes,suspend all Russian operations
Marvell,United States,Information Technology,B,B,suspended,yes,suspend all sales to Russia in compliance with sanctions
Mastercard,United States,Information Technology,B,B,suspended,yes,suspend operations in Russia
Match Group,United States,Communication Services,B,F,other,yes,"Stated will leave Russia by June 30, 2023"
Mattel,United States,Consumer Discretionary,B,B,suspended,yes,suspend shipments into Russia
Mazda,Japan,Consumer Discretionary,B,B,suspended,yes,suspend all shipments to Russia
McCormick,United States,Consumer Staples,B,B,suspended,yes,suspend operations in Russia
Meggit,United Kingdom,Industrials,B,B,other,yes,cease all imports and exports with Russia
Meta,United States,Communication Services,B,B,suspended,yes,suspend Russian advertising
Metsa,Finland,Materials,B,B,suspended,yes,suspend operations at Russian mill
Metso Outotec,Finland,Industrials,B,B,suspended,yes,suspend all shipments to Russia
Mettler Toledo,United States,Health Care,B,B,suspended,yes,suspend all shipments to Russia
Michelin,France,Consumer Discretionary,B,B,suspended,yes,suspended all operations in Russia
Micro Focus,United Kingdom,Information Technology,B,,suspended,no,Suspended business in Russia
Micron,United States,Information Technology,B,B,suspended,yes,Suspend shipments to Russia according to sanctions
Microsoft,United States,Information Technology,B,C,suspended,yes,suspend new sales in Russia but continue existing access
Milk Hydrosan sp. z o.o.,Poland,Industrials,B,B,suspended,yes,suspended Russian contracts
Mitsubishi Electric,Japan,Industrials,B,B,suspended,yes,stop all sales to Russia but reserve the right to return
Mitsubishi Motors,Japan,Consumer Discretionary,B,B,suspended,yes,suspended operations at Russian plant
Mobatime (Elekon),Czech Republic,Consumer Discretionary,B,B,suspended,yes,stopped activity and remotely stopped clock on Russian Academy of Sciences
Moncler,Italy,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Moneygram,United States,Financials,B,,suspended,no,suspend all payments to Russia
MongoDB,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia and Belarus
Mothercare,United Kingdom,Consumer Discretionary,B,B,suspended,yes,suspend operations in Russia
Motorola Solutions,United States,Information Technology,B,B,suspended,yes,suspend service orders to Russia
Munich Re,Germany,Financials,B,B,suspended,yes,not renew current contracts &amp; suspend new business
NCR,United States,Information Technology,B,B,suspended,yes,suspend sales to Russia
NEC,Japan,Information Technology,B,B,suspended,yes,suspend all future sales
NHL,United States,NGO,B,B,suspended,yes,pause all partnerships in Russia
NSG Group (Pilkington),Japan,Materials,B,B,other,yes,suspension all trading and investment
NXP Semiconductors,Netherlands,Information Technology,B,B,suspended,yes,suspend all shipments to and business with Russia
Namecheap,United States,Information Technology,B,B,suspended,yes,stop offering products to Russia
Nemak,Mexico,Consumer Discretionary,B,B,suspended,yes,halt production in Russia
Neste Oyj,Finland,Energy,B,B,suspended,yes,suspend purchases of Russian oil
NetApp,United States,Information Technology,B,B,suspended,yes,suspend business operations in Russia
New Balance,United States,Consumer Discretionary,B,B,suspended,yes,suspend shipments to Russia
New Development Bank,China,Financials,B,B,other,yes,curtail Russian access to capital markets
Niantic Labs,United States,Information Technology,B,B,other,yes,products made unavailable in Russia
Nikon,Japan,Consumer Discretionary,B,B,suspended,yes,suspend shipments to Russia
Nintendo,Japan,Communication Services,B,B,suspended,yes,suspend all sales in Russia
Nippon Telegraph and Telephone Corporation (NTT),Japan,Communication Services,B,,sold,no,"Completed sale of business, transitioning team"
