subsidiary_name,inactive,nace_code,nace_sector,guo_name,guo_country,guo_direct_pct,guo_total_pct,incorp_year,years_in_russia,total_assets_th_usd,total_assets_year,pre_inv_assets_th_usd,pre_inv_equity_th_usd,shareholders_funds_th_usd,revenue_th_usd,employees,costs_employees_th_usd,emp_intensity,ln_assets
TANAIS SEMANS,No,0164,01,EURALIS COOP,FR,,,2019,3,112374.385402758,2023,69064.4550358001,16373.9993474996,29241.7393728476,70456.6007287158,159.0,,0.002302197272353501,11.142795478504219
ONTEX RU LIMITED LIABILITY COMPANY,No,1722,17,ONTEX GROUP NV,BE,,100.0,2005,17,94857.3409706708,2023,80323.0055367434,48822.8700040895,70288.1506701699,106469.713572949,362.0,,0.004506803469080906,11.293811353756631
LIMITED LIABILITY COMPANY ALFA ORENBURG,No,4711,47,MERCURY RETAIL GROUP LIMITED,CY,,100.0,2012,10,13083.066044325,2023,9770.82495978102,7102.79345488641,3586.25357962679,97633.7899598694,883.0,,0.09037107957973176,9.187156179525465
LIMITED LIABILITY COMPANY EOS,No,6900,69,MICHAEL OTTO STIFTUNG,DE,,,2007,15,190957.976724132,2023,135119.323692268,65968.6016538953,131110.986851243,120900.446983997,142.0,,0.001050922962902054,11.813913546231351
LIMITED LIABILITY COMPANY ALEXION PHARMA,No,7219,72,ASTRAZENECA PLC,GB,,,2011,11,394.778344118036,2023,301.200923164375,205.686700937338,241.03477400355,750.499198489822,8.0,,0.02656034356054793,5.7077775608758055
MERZ PHARMA LLC,No,4646,46,MERZ HOLDING GMBH & CO. KG,DE,,,2007,15,52658.8173487782,2023,62056.8258355847,30328.982566542,26491.1019990537,98066.9122112775,262.0,,0.0042219368533954835,11.035805789990897
KHIBINY ENERGY TRADE COMPANY LIMITED LIABILITY COMPANY,No,3514,35,MR ELLINAS SOCRATES,CY,,,2011,11,11643.792529799,2023,10195.6855728552,4160.80465503875,5212.90938723739,101560.500419143,29.0,,0.0028443403626735066,9.229719926736385
MSD PHARMACEUTICALS LIMITED LIABILITY COMPANY,No,4646,46,"MERCK & CO., INC.",US,,,2008,14,108446.805264866,2023,214802.023204301,103935.653052339,61580.237059881,97090.497267073,157.0,,0.0007309055923122068,12.277472060586925
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG HORSCH RUS,No,2830,28,HORSCH HOLDING SE,DE,90.5,,2010,12,57245.7030772138,2023,37309.7854075553,12735.3866669955,27649.9376083277,90708.1488812529,128.0,,0.0034307353580779313,10.527010914591997
EKONIVA-TEKHNIKA,No,3312,33,MR STEFAN DUERR,DE,,,2003,19,76368.898971024,2023,70040.4472482382,25044.0282802302,33211.8334155073,94345.0891147153,302.0,,0.004311794282661388,11.156828171991025
ALYUTEKH-YUG,No,4673,46,ELUTEK INVESTMENTS II LIMITED,CY,100.0,100.0,2004,18,11955.5277155871,2023,11276.5603697905,56.5736014684662,1130.23656240012,58140.3347821124,200.0,,0.0177359046944663,9.330481546794747
AKKURAID UILZ RUSSIA,No,2932,29,BLITZSTART GROUP BETEILIGUNGS GMBH,DE,,,2011,11,50976.3280589394,2021,50976.3280589394,23483.3345036265,23483.3345036265,82633.3163581677,306.0,,0.006002786227485813,10.839116648245788
RIEKER OST OOO,No,4642,46,LUHO AG,CH,100.0,100.0,2002,20,22527.4859471284,2023,20501.1398157021,503.818677840754,2197.45487414487,89671.8264599126,20.0,,0.0009755555144637241,9.928235764346791
LORENZ SNACK-WORLD RUSSIA,No,4638,46,LEITHART PRIVATSTIFTUNG,AT,,,2006,16,11712.5640390068,2023,9438.01927424502,5878.21659531072,9907.02202942967,42498.6742424946,218.0,,0.02309806683642724,9.15250141448016
BOSTON SEENTIFIK,No,4646,46,BOSTON SCIENTIFIC CORPORATION,US,,,2020,2,21696.1512360321,2023,12574.9534631167,3576.34537610412,10694.1703768764,64050.1466355501,88.0,,0.006998037826391225,9.439462294214906
LIMITED LIABILITY COMPANY ZENTIVA PHARMA,No,4646,46,"ALTHEA HOLDINGS ACQUISITION, SCSP",LU,,,2014,8,45783.1939404448,2023,70564.5102031687,14605.0344941597,10100.6816181829,65068.9416878121,168.0,,0.002380800199934725,11.164282608750804
LIMITED LIABILITY COMPANY PERI,No,4663,46,PERI-WERK ARTUR SCHWÖRER GMBH & CO. KG,DE,,,2005,17,69730.0176922316,2023,66580.3180213319,25630.9238717668,40102.7542477436,86924.9242442874,459.0,,0.006893929221739965,11.106164287647076
KIA MOTORS RUS LLC,No,4511,45,KIA CORPORATION,KR,,,2008,14,979706.30983414,2023,960015.345504926,611643.520343747,881645.385025659,265660.682959586,163.0,,0.00016978895260707434,13.774704548217226
LIMITED LIABILITY COMPANY ALFA TYUMEN,No,4711,47,MERCURY RETAIL GROUP LIMITED,CY,,100.0,2010,12,13471.7231889367,2023,8869.24123388063,2726.01843687799,2146.27763237059,88671.807546027,860.0,,0.09696432618325766,9.090344528677383
LIMITED LIABILITY COMPANY LABYRINTH-YEKATERINBURG,No,4711,47,MERCURY RETAIL GROUP LIMITED,CY,0.0,100.0,2008,14,12554.9815776246,2023,8202.82224537153,5636.49669638835,2019.05926011689,87894.1253158497,810.0,,0.09874650160279229,9.012233550302101
KUBAN-TI,No,1039,10,ANATOLIA HOLDING AB,SE,,,2009,13,78835.3298322195,2023,62595.8566336827,15660.7116270578,32213.877200909,78995.0608051298,677.0,,0.010815412335705743,11.04445436693733
ALYUTEKH-NOVOSIBIRSK,No,2512,25,ELUTEK INVESTMENTS II LIMITED,CY,100.0,100.0,2019,3,38785.5590818422,2023,16266.0881976131,172.870512410067,-688.239129194058,57783.1979125543,83.0,,0.005102640474565943,9.696837740918653
ILIM TIMBER INDUSTRY LIMITED LIABILITY COMPANY,No,1610,16,ILIM TIMBER CONTINENTAL SA,CH,99.99,,2004,18,144202.337141895,2023,160133.497047907,112138.879106429,85150.6237666169,65809.2723363023,111.0,,0.0006931716476958735,11.983763102883449
LIMITED LIABILITY COMPANY INTERNATIONAL VINYL COMPANY-VOSTOK LLC IVC-VOSTOK,No,4673,46,"MOHAWK INDUSTRIES, INC.",US,,,2007,15,47320.6630907673,2023,39874.7110863142,21265.5093390401,16850.8929098547,84297.3575447211,85.0,,0.002131676887037652,10.593497594576613
LIMITED LIABILITY COMPANY K-FLEX,No,2219,22,MR MASSIMO LONGONI,IT,,,2004,18,56298.2981444513,2021,56298.2981444513,43612.7145527434,43612.7145527434,69620.2304354273,285.0,,0.005062319988230218,10.938419585330777
JOINT STOCK COMPANY FM LOGISTIC RUS,No,5210,52,F M HOLDING,FR,,,2003,19,85151.0586059261,2023,38398.7363788616,31553.2632997241,35970.8219339829,62919.3302874044,1221.0,,0.03179792136785411,10.555779831233899
LIMITED LIABILITY COMPANY UNILIN,No,1621,16,"MOHAWK INDUSTRIES, INC.",US,,,2008,14,75072.7990864813,2023,73147.4861316467,63560.5825828733,66241.0566206053,81046.1420779647,215.0,,0.0029392671077315656,11.200233039919905
ZAMBON PHARMA LIMITED LIABILITY COMPANY,No,4646,46,"FOGLIA, FAMIGLIA",CH,,,2007,15,29983.6978813158,2023,31826.3052949151,23883.1320555694,18644.5939105507,62589.3430003561,128.0,,0.0040218303322959266,10.36804843735012
BERINGPROMUGOL LTD.,No,7112,71,MR BRUCE NATHANIEL GRAY,AU,,,2010,12,157093.237660734,2023,138556.112775242,47545.4749641279,93589.0150532871,93072.2029594481,334.0,,0.0024105757105195072,11.83903066895153
TFZ . LIMITED LIABILITY COMPANY,No,2410,24,YILDIRIM INTERNATIONAL INVESTMENT HOLDING B.V.,NL,,,2001,21,138488.648966629,2023,96947.2182265455,5095.50069586001,36984.5215615192,52880.8752893396,456.0,,0.0047035903488682135,11.48192196739216
OOO TOYOTA MOTOR,No,4531,45,TOYOTA MOTOR CORPORATION.,JP,,,2001,21,218079.952512744,2023,1133042.13188907,569389.783652402,148749.998134696,70938.2465871395,2582.0,,0.0022788208199240995,13.940416725452092
LIMITED COMPANY V.F.TANKER,No,5040,50,MR VLADIMIR LISIN,CY,,,2000,22,172026.52749973,2018,,,-21288.0989953103,64981.5609872229,,,,
AKZO NOBEL COATINGS LIMITED LIABILITY COMPANY,No,2030,20,AKZO NOBEL NV,NL,,,2005,17,60392.1557196323,2023,62160.4969939264,45754.8390428927,50336.5635928949,61708.0240681544,183.0,,0.0029439919056290786,11.037474980407353
ZAVOD SVYATOI ISTOCHNIK,No,1107,11,RISSA INVESTMENTS LIMITED,CY,,,2020,2,109438.227740101,2023,80596.9897522777,11736.4446590533,26015.1425008271,62837.2348557739,266.0,,0.0033003714011847784,11.297216579810637
LIMITED LIABILITY COMPANY GEA FARM TECHNOLOGIES RUS,No,4661,46,GEA GROUP AKTIENGESELLSCHAFT,DE,100.0,100.0,2002,20,45648.1261611739,2023,45123.7398569658,19635.8315730179,21948.6144790594,87310.6490109935,88.0,,0.0019501929644782166,10.71716376963785
LIMITED LIABILITY COMPANY GIVAUDAN RUS,No,4638,46,GIVAUDAN SA,CH,,,2008,14,25181.6670423625,2023,17829.1644456564,3755.27301929239,10028.576340938,64231.1289859815,51.0,,0.002860481777227917,9.788590847485217
BPW-OST,No,4690,46,BPW BERGISCHE ACHSEN KOMMANDITGESELLSCHAFT,DE,,100.0,2003,19,51690.7758487072,2023,41038.7166381078,4648.98247518111,5374.58041245025,87768.2895096047,129.0,,0.0031433731502269486,10.622271208354432
ASSTRA RUS LTD,No,5229,52,ASSTRA - ASSOCIATED TRAFFIC AG,CH,,100.0,2008,14,14032.2310584867,2023,22573.4861592865,1109.96248496138,1006.68644995987,75158.2951845042,115.0,,0.0050944723020857,10.024531317754796
AMAZONE OOO,No,4660,46,AMAZONEN-WERKE H. DREYER SE & CO. KG,DE,,,2005,17,55984.5798827466,2023,75300.3923145812,15968.1042839065,19174.7187770866,92338.918937712,58.0,,0.00077024831102731,11.22924062379541
HYUNDAI MOTOR CIS LLC,No,4510,45,HYUNDAI MOTOR COMPANY,KR,,,2007,15,666252.092759628,2023,868336.26966171,498708.70733248,615723.430539602,198571.868081668,1216.0,,0.0014003791416817523,13.674334326063965
ALFASIGMA RUS LLC,No,4646,46,TURYTES S.P.A.,IT,,,2008,14,38091.4328973852,2023,3068.54245224036,2162.96102002636,6959.8261381546,62557.7446772214,203.0,,0.06615518708297112,8.028957956584472
OOO ERISMANN,No,1724,17,MR BERCHER MAXIMILIAN,DE,,,2003,19,61692.3587032976,2023,69047.6835136898,59120.301913728,57013.6772817187,69407.4226734396,364.0,,0.005271719216008618,11.14255261031944
LLC GUESS? CIS,No,4771,47,AUTHENTIC BRANDS GROUP LLC,US,,,2015,7,50848.4363581706,2023,27325.9648090312,7155.49049265683,17688.6833122335,68867.1069574524,430.0,,0.015735949416793713,10.215592621077622
MAYOLY PHARMA LIMITED LIABILITY COMPANY,No,4646,46,SCORPIUS,FR,,,2021,1,23999.7960994272,2023,7535.43411593791,6979.402970789,7015.76431287825,33260.7026640251,91.0,,0.012076278366966193,8.927371722664175
LIMITED LIABILITY COMPANY RESILUX DISTRIBUTION,No,2222,22,QUVADEC,BE,,,2007,15,29107.6527694538,2023,29553.4813828627,15411.2251404487,22191.6673534466,67361.3253280716,33.0,,0.0011166197163876553,10.29395682918965
GMBH ROPA RUS,No,4661,46,MRS MARIA PAINTNER,DE,,,2004,18,29399.5191437295,2023,21882.6771241771,20109.3242160957,20114.7633154811,56753.8663693387,54.0,,0.0024677053768863613,9.993450603903874
JSC ODEZHDA 3000,No,4771,47,RESEN ESTABLISHMENT LIMITED,VG,,,2006,16,91269.4706807919,2023,81284.1375883389,26639.7995741852,33061.3678648006,106851.792379294,548.0,,0.00674178279131569,11.305706166885017
SOCIETE A RESPONSABILITE LIMITEE BIOCODEX,No,4646,46,PHARCOR,FR,,,2009,13,39029.916474157,2023,26809.0088875471,16178.475165979,23296.8504818017,50181.5712534823,164.0,,0.00611734662358886,10.196493262532762
LIMITED LIABILITY COMPANY RUSBUNKER,No,4671,46,MR MAXIM KAZAKOV,CY,0.0,100.0,2003,19,22950.9971348308,2023,22292.2872279808,-2527.19648415595,-5812.10680557974,55880.9208812704,12.0,,0.0005383027715943772,10.01199603340728
PUIG RUS LIMITED LIABILITY COMPANY,No,4618,46,EXEA QUORUM S.L.,ES,,,2010,12,48978.3820346706,2023,31959.023760411,10955.761263486,31636.8900365131,60879.9339272883,50.0,,0.0015645033582639381,10.37220985374444
KARL STORZ - ENDOSKOPY WOSTOK GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,No,4646,46,KARL STORZ SE & CO. KG,DE,100.0,100.0,2004,18,106245.938574603,2023,99111.0676257527,55003.8085354045,62236.275780743,66713.5374043584,159.0,,0.0016042607935613234,11.503996395472214
SI ES SI LTD,No,4646,46,BLADON ASSOCIATES SARL,LU,100.0,100.0,2014,8,45591.0172652332,2023,45099.5382544342,-9691.20734077413,3916.10706996452,85451.0642800918,237.0,,0.005255042716023774,10.716627287177475
EPK - BRENCO BEARING COMPANY LIMITED LIABILITY COMPANY,No,2815,28,AMSTED RAIL - EPK BEARING B.V.,NL,100.0,100.0,2008,14,44490.70238919,2021,44490.70238919,30481.8376268027,30481.8376268027,55712.8831848828,336.0,,0.007552139704623737,10.703035511249976
AGROCENTRLISKI LIMITED LIABILITY COMPANY,No,4661,46,BUSSE FRANZ-GEORG VON,DE,,100.0,2004,18,66526.768346197,2023,39719.2043488016,8381.29223867878,9620.71936836652,80808.742114597,198.0,,0.00498499411673069,10.589590086458012
LIMITED LIABILITY COMPANY PRAXAIR RUS,No,2011,20,LINDE PUBLIC LIMITED COMPANY,IE,,100.0,2008,14,215064.956521238,2021,215064.956521238,88748.2994654533,88748.2994654533,55181.6728156339,109.0,,0.0005068236209335019,12.278695384834325
EKONIVA - CHERNOZEMIE,No,4661,46,MR STEFAN DUERR,DE,,,2002,20,62587.6147928452,2023,51859.0539176837,26886.9035893548,33127.8759796554,58646.5323369168,230.0,,0.004435098263942124,10.856284815919764
JOINT-STOCK COMPANY FRUKTOVAYA LAVKA,No,4631,46,FRUTIKS B.V.,NL,100.0,100.0,2002,20,6063.03138643596,2023,1970.20965837315,-26.6109945522621,576.764169878326,26977.9436297361,109.0,,0.05532406134380843,7.585895241639362
BANKIR.RU LIMITED LIABILITY COMPANY,No,6311,63,FREESTART TRADING LIMITED,CY,,,2004,18,42808.2575311884,2023,3787.56425648555,1032.12162431609,37965.2291501863,58741.2604079656,27.0,,0.007128591931811364,8.23947841508244
BERICAP,No,2222,22,MR CHRISTIAN KRAUTKRAMER,DE,,,2002,20,42205.2023076927,2023,40377.856749624,23952.6140757408,37136.3027798794,58419.1671268381,252.0,,0.006241044480458875,10.606036813430556
APEKS SEKYURITI,No,4674,46,MR GIDEON REEVES,GB,,,2018,4,42662.1292238478,2023,35502.7952332189,9732.40929035656,23824.3663124824,62959.4135519313,133.0,,0.0037461839026003193,10.47736671132767
"SIBELECTROPRIVOD, LLC",No,2711,27,LOSITANTO LIMITED,CY,100.0,100.0,2004,18,43113.041644413,2021,43113.041644413,33867.3833833933,33867.3833833933,53379.9590752199,676.0,,0.01567971022725562,10.671580820678221
SOCIETE A RESPONSABILITE LIMITEE CLARINS,No,4645,46,COURTIN FAMILY,FR,,,2005,17,36510.1676238189,2023,50338.0814586943,23241.6011444135,26953.4811311625,53188.3735792944,407.0,,0.008085329996813053,10.826517156296259
"INBEV TRADE , LIMITED LIABILITY COMPANY",No,1106,11,AB INBEV EFES B.V.,NL,,,2009,13,62381.0772707043,2023,60251.6528004818,49616.3002948724,34759.3150196671,57458.9750337843,521.0,,0.008647065695031587,11.006285283349783
OOO KOTANYI,No,4637,46,KOTANYI-PRIVATSTIFTUNG,AT,,,2007,15,30661.25557312,2023,18922.0189012419,16041.6647721352,25808.627278138,59067.6240341039,96.0,,0.005073454397284176,9.848081544166856
LIMITED LIABILITY COMPANY DSM NUTRITIONAL PRODUCTS RUS,No,1091,10,DSM-FIRMENICH AG,CH,,,2010,12,25907.2354537919,2023,31306.8188387947,16707.4780475665,19221.3023317996,61035.283057929,48.0,,0.0015332123090232178,10.351591207076039
HYGIENE TECHNOLOGIES LIMITED LIABILITY COMPANY,No,1722,17,MR BARTJE VAN MALDEREN,BE,,,2012,10,79496.0848871274,2023,64490.1098720971,3798.29210810829,11647.6614846783,58900.3892956786,357.0,,0.005535732544230987,11.074267155710478
LIMITED LIABILITY COMPANY RUSSIAN GAS TURBINES,No,2811,28,RUS GAS TURBINES HOLDINGS B.V.,NL,100.0,100.0,2011,11,165117.751122859,2023,297790.758536244,80015.5051975697,80478.8440253557,15742.4540615436,228.0,,0.0007656382660117044,12.60414636630004
"EKONIVASIBIR , LLC",No,4661,46,MR STEFAN DUERR,DE,,,2002,20,54247.8762807325,2023,60390.670681987,15704.8613802856,24235.5793525428,51373.5103988843,215.0,,0.003560152546279454,11.008589913085402
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG JULIUS MEINL RUSSLAND,No,4637,46,JULIUS MEINL AG,CH,,100.0,2007,15,20474.00748323,2023,19267.7868466433,1431.98647771217,7889.8247735342,41556.8568976857,209.0,,0.010847120204488381,9.866189905131483
ZUN-KHOLBA,No,0729,07,CHESIO LIMITED,CY,100.0,100.0,2019,3,32899.6522406843,2023,31237.8886905387,2343.89424651675,-157.456428831443,43200.4825880807,693.0,,0.022184597904976053,10.349387018140261
LIMITED LIABILITY COMPANY FRESENIUS KABI,No,4646,46,FRESENIUS SE & CO. KGAA,DE,,,2008,14,42256.29035166,2023,48109.4880616134,18317.6922333548,29466.4397984417,56485.4478685819,157.0,,0.003263389537609119,10.78123469363945
NAOS VOSTOK,No,4645,46,JEAN NOEL THOREL FOUNDATION,FR,,,2017,5,18433.0278620394,2023,6417.11279050261,2629.69659721386,11589.3038194394,32292.3489716295,113.0,,0.017609165319213513,8.76672357442363
LIMITED LIABILITY COMPANY MOBIS PARTS CIS,No,4530,45,"HYUNDAI MOBIS CO.,LTD.",KR,0.0,100.0,2004,18,95368.0876136329,2023,123175.913604668,68610.2375288876,64586.4484502217,85484.5246074479,105.0,,0.0008524393846754534,11.72136880451206
LIMITED LIABILITY COMPANY ARVAL,No,7711,77,BNP PARIBAS,FR,,,2006,16,153642.39750188,2023,126509.044989591,34670.020512959,127653.691001107,103403.014919727,54.0,,0.00042684694999035877,11.748069086487574
LIMITED LIABILITY COMPANY AMDOMCS SOLUTIONS LTD,No,6201,62,AMDOCS LIMITED,GB,,,2001,21,46660.9672598178,2023,29247.4347550757,18908.4240077175,35264.3976018839,55961.4442015523,76.0,,0.0025985184901322223,10.2835471481329
REGSTAER -M LLC,No,4719,47,AVOLTA AG,CH,,,2004,18,43457.550667895,2023,28432.5891419193,22778.4460045304,26441.2850238364,58195.459026847,405.0,,0.01424421806886705,10.255291271265829
AIVISI RUS,No,2223,22,"MOHAWK INDUSTRIES, INC.",US,,,2017,5,72657.3893708978,2023,80965.2767638834,35196.9774303725,36868.6870593857,59114.7762248367,208.0,,0.0025690025195193754,11.301775659816846
INNOTEK,No,4646,46,MR ARNAUD JEAN MATHIEU GOBET,FR,,,2015,7,36508.97460315,2023,24712.5551634654,12039.5569434855,5904.03629543353,53336.2858427754,165.0,,0.0066767681006103755,10.1150666996854
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG B. BRAUN AVITUM RUSSLAND,No,4646,46,LUDWIG G. BRAUN GMBH U. CO. KG,DE,,,2007,15,140625.638877344,2023,152430.361171156,83691.1067566928,77291.7506321166,57602.1263643159,52.0,,0.0003411393871960452,11.934463122676133
JOINT STOCK COMPANY ISOROC,No,2399,23,COMPAGNIE DE SAINT-GOBAIN,FR,,,2000,22,30279.690982298,2021,30279.690982298,23499.9848831212,23499.9848831212,49794.474161786,446.0,,0.014729344505554525,10.318232502159086
LIMITED LIABILITY COMPANY STROYINKOM-K,No,7112,71,MR LEV LEVIEV,GB,,100.0,2000,22,27753.3959147381,2023,10976.3555081319,185.711629659869,-267.069383925758,25733.8795158602,83.0,,0.007561708432139333,9.303498739030411
LIMITED LIABILITY COMPANY QUEISSER PHARMA,No,4646,46,HGDF FAMILIENHOLDING SE & CO. KG,DE,,100.0,2007,15,23343.8242769204,2023,29884.9410393368,18526.4882614249,20527.6822636006,36775.1297095539,257.0,,0.008599648888773691,10.305109988338115
LIMITED LIABILITY COMPANY ROCKWOOL-VOLGA,No,2399,23,ROCKWOOL A/S,DK,,100.0,2007,15,106845.336688011,2023,80178.4554757942,77314.1460131043,100254.789470894,54707.8693715036,207.0,,0.0025817409274302263,11.29201012280061
AKTSIONERNOE OBSHCHESTVO PODYEMNYE MASHINY,No,4669,46,PALFINGER FAMILY,AT,,,2009,13,48576.2783206515,2023,40080.3170255078,32836.0962970955,45502.1539499955,50637.0933041768,135.0,,0.0033682368309133803,10.598640645545522
AO O1 PROPERTIES FINANCE,Yes,,,MRS SOTIA KONSTANTINOU,CY,0.0,100.0,2009,13,829839.967695487,2023,746775.738994427,3526.67690372281,3657.25503400993,32134.5134521183,,,,13.523520203505006
DOTERRA RUS,No,4645,46,EQUILIBRIUM MULTI STRATEGY FUND,KY,,,2017,5,21545.2619957421,2023,14559.5656324513,730.974542314187,10382.0783998603,46130.0396130187,46.0,,0.003159434914560379,9.586003488369629
OPTIC-CLUB,No,4690,46,ESSILORLUXOTTICA,FR,,,2003,19,28539.2174448054,2023,29062.988392734,13144.9563899273,16230.2434189254,45482.1067428691,69.0,,0.0023741536509456337,10.277220767099788
SOCIETE A PESPONSABILITE LIMITEE LAKTALIS ISTRA,No,1051,10,MR EMMANUEL BESNIER,FR,,,2001,21,39132.6165992077,2023,43517.671440688,35520.6435785787,33404.8463201597,50216.9716331409,152.0,,0.0034928339446463025,10.680922374599456
LIMITED LIABILITY COMPANY MONSTER ENERGY RUS,No,4639,46,MONSTER BEVERAGE CORPORATION,US,,,2011,11,35198.2462782571,2023,15920.4413948273,-8713.27684648708,17205.0193534261,40620.0123306178,15.0,,0.0009421849324399787,9.675359184819756
SHTRAUMANN,No,4646,46,STRAUMANN HOLDING AG,CH,100.0,100.0,2015,7,27654.9549849723,2023,28262.4510685047,11471.0077280616,11418.177826683,45832.5537769012,166.0,,0.005873517466607424,10.249289385262468
NOVACOSMETICS LIMITED LIABILITY COMPANY,No,4645,46,CARAMÉ HOLDING AG,DE,,,2021,1,11036.87950115,2023,,,747.711767020635,16889.5378597435,192.0,,,
INFOBIP LIMITED,No,6201,62,INFOBIP HOLDINGS LIMITED,KY,0.0,100.0,2008,14,19396.9885624396,2023,20737.6640424458,9614.56444599386,13090.1015213532,79383.6064524828,39.0,,0.0018806361179434143,9.939706844892768
SAMILA,No,4638,46,RETHMANN SE & CO. KG,DE,,,2017,5,5886.17443457898,2023,8049.0922662206,-59.2118184296414,28.4095015339553,44898.452042399,5.0,,0.0006211880588055077,8.993314602094328
LIMITED LIABILITY COMPANY GE VERNOVA RUS,No,2811,28,GE HEALTHCARE TECHNOLOGIES INC.,US,,,2003,19,117248.666465392,2023,243592.73683841,89873.4720788132,57397.1163546201,155857.881482768,5235.0,,0.021490788551190246,12.403252998439097
