name,country,industry,grade,action_type,exiter,clean_exit,exit_mode,event_date,event_month,timing_left_censored,nace_sector,b2c,sanctions_coalition,wgi_rule_of_law,legal_origin,pat_pctile,lab_pctile,pat_pctile_sector,lab_pctile_sector,alpha,alpha_sq,alpha_emp_pctile,alpha_pat_pctile,emp_intensity_raw,patent_count,patent_intensity_raw,y_exit_payoff,deal_value_mn_usd,deal_status,has_deal,pre_inv_equity_th_usd,sum_assets_th_usd,ln_assets,years_in_russia,employees_total,n_subsidiaries,sanctions_exposure,sanction_hit_dates,guo_matched,y_sub_inactive,sub_inactivation_rate,y_grade_a_sold,y_suspended
Lear Corporation,United States,Consumer Discretionary,A,sold,1,1,sold,2023-12-18,22,no,72,0,1,1.4,english,0.793757,0.039091,0.762162,0.013953,0.102504,0.010507,0.046610,0.755650,0.000085,4831,0.399820,,,Completed,1,11665.70,12082.94,9.3996,10,1,2,0,,EUROCLEAR HOLDING SA/NV,0,0.0000,1,0
Legrand,France,Industrials,A,other,1,1,sold,2023-10-12,20,no,23,0,1,1.4,french,0.855072,0.592727,0.851240,0.650519,0.410798,0.168755,0.593220,0.745763,0.006695,11811,0.341092,,,Completed,1,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Leica Camera AG,Germany,Information Technology,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.6,german,0.626533,0.364545,0.416667,0.335938,0.243349,0.059219,0.364407,0.819209,0.002912,680,0.990070,,,,0,318.75,686.82,6.5321,9,2,1,0,,MEDRA HOLDING GMBH,0,0.0000,1,0
Leptos Estates,Cyprus,Real Estate,A,other,1,1,walked,2023-08-23,18,no,49,0,1,0.7,english,0.084727,,0.285714,,,,,,,0,,,,,0,,,,10,,1,2,2022-07-21;2022-10-06,ESTA GROUP AG,1,1.0000,0,0
Lincoln Electric,United States,Industrials,A,suspended,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.682274,,0.681818,,,,,,,1294,0.047824,,,,0,11702.44,27057.41,10.2057,10,,1,0,,S.L.N. ELECTRIC LIMITED,0,0.0000,0,1
Lindab,Sweden,Industrials,A,sold,1,1,sold,2023-08-23,18,no,71,0,1,1.8,scandinavian,0.668896,0.072727,0.665289,0.083045,0.248826,0.061915,0.084746,0.529661,0.000126,1114,0.021794,,,,0,21548.23,51114.97,10.8418,10,7,4,0,,LINDE GMBH,0,0.0000,1,0
Lindstrom Group,Finland,Consumer Discretionary,A,sold,1,1,sold,2023-08-23,18,no,71,0,1,2.0,scandinavian,0.085842,0.073636,0.059459,0.032558,0.496870,0.246880,0.086158,0.083333,0.000126,0,0.000000,,,,0,21548.23,51114.97,10.8418,10,7,4,0,,LINDE GMBH,0,0.0000,1,0
Lindt-Sprungli,Switzerland,Consumer Staples,A,suspended,1,1,walked,2023-08-23,18,no,23,0,1,1.8,german,0.367893,0.593636,0.440476,0.603448,0.636933,0.405683,0.594633,0.338983,0.006695,13,0.000375,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Linklaters,United Kingdom,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.5,english,0.294314,0.853636,0.276860,0.858131,0.748044,0.559570,0.841808,0.385593,0.015074,3,0.001222,,,,0,1608.44,2454.50,7.8057,10,37,1,0,,LINAK HOLDING A/S,0,0.0000,0,0
Lloyd's Register,United Kingdom,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,23,0,1,1.5,english,0.354515,0.594545,0.355372,0.653979,0.644757,0.415712,0.596045,0.326271,0.006695,11,0.000318,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
Logitech,Switzerland,Information Technology,A,suspended,1,1,walked,2023-08-23,18,no,46,0,1,1.8,german,0.761427,,0.560606,,,,,,,3224,0.892541,,,,0,106.82,3612.16,8.1921,14,,1,0,,LOGITECH INTERNATIONAL SA,0,0.0000,0,1
London Stock Exchange Group,United Kingdom,Financials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.5,english,0.259755,0.595455,0.415385,0.554054,0.681534,0.464488,0.597458,0.261299,0.006695,1,0.000029,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Lufthansa,Germany,Industrials,A,suspended,1,1,walked,2022-12-24,10,yes,56,1,1,1.6,german,0.714604,0.890000,0.719008,0.896194,0.539906,0.291499,0.884181,0.803672,0.021184,2129,0.805356,,,Proposed,1,2294.31,2643.55,7.8799,14,56,1,0,,DEUTSCHE LUFTHANSA AKTIENGESELLSCHAFT,0,0.0000,0,1
Luxoft,Switzerland,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.8,german,0.086957,0.341818,0.053030,0.304688,0.639280,0.408679,0.344633,0.084746,0.002374,0,0.000000,,,,0,13144.96,72894.88,11.1968,19,348,4,0,,ESSILORLUXOTTICA,0,0.0000,0,0
LyondellBasell,Netherlands,Materials,A,other,1,1,walked,2023-08-23,18,no,52,0,1,1.8,french,0.614270,0.800000,0.377778,0.734375,0.467919,0.218948,0.785311,0.834746,0.009261,573,1.326696,,,,0,393.19,431.90,6.0682,16,4,1,0,,BASE HOLDING AG,0,0.0000,0,0
MAN,Germany,Industrials,A,other,1,1,sold,2025-12-29,46,no,22,0,1,1.6,german,0.989967,0.964545,0.991736,0.968858,0.485133,0.235354,0.954802,0.973164,0.053870,397674,150.863815,99.3920,204.00,Completed,1,2052.48,2635.98,7.8770,17,142,1,0,,LOHMANN GMBH & CO. KG,0,0.0000,0,0
MSU S.A.,Poland,Consumer Discretionary,A,suspended,1,1,walked,2022-12-24,10,yes,85,0,1,0.5,socialist,0.088071,0.992727,0.064865,0.995349,0.995305,0.990632,0.988701,0.086158,0.549298,0,0.000000,,,,0,0.85,7.28,1.9854,8,4,1,0,,MRS SARA LUIZ STOBBART,0,0.0000,0,1
Maersk,Denmark,Industrials,A,sold,1,1,sold,2022-08-29,6,no,71,0,1,1.9,scandinavian,0.733556,0.980909,0.747934,0.989619,0.521909,0.272389,0.973164,0.925141,0.172293,2436,11.991730,,,Completed,1,167.07,203.14,5.3139,11,35,1,0,,RSK GROUP LIMITED,0,0.0000,1,0
Makrochem SA,Poland,Industrials,A,other,1,1,walked,2025-05-21,39,no,46,0,1,0.5,socialist,0.089186,0.326364,0.090909,0.339100,0.630673,0.397748,0.331921,0.087571,0.002121,0,0.000000,,,,0,17097.53,141075.93,11.8571,13,280,2,0,,ROCHE HOLDING AG,0,0.0000,0,0
Mannheimer Swartling,Sweden,Industrials,A,other,1,1,walked,2023-08-23,18,no,23,0,1,1.8,scandinavian,0.090301,0.596364,0.095041,0.657439,0.777778,0.604938,0.598870,0.088983,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Mantsinen,Finland,Industrials,A,sold,1,1,sold,2023-08-23,18,no,70,0,1,2.0,scandinavian,0.493868,0.842727,0.475207,0.851211,0.596244,0.355507,0.829096,0.646893,0.012791,84,0.089539,,,,0,47.97,938.14,6.8439,8,12,1,0,,MANTU GROUP SA,0,0.0000,1,0
Marsh McLennan,United States,Financials,A,sold,1,1,sold,2022-12-24,10,yes,29,0,1,1.4,english,0.304348,,0.492308,,,,,,,5,0.000633,,,,0,-4620.80,7899.85,8.9746,11,,1,0,,TARS HOLDING AG,1,1.0000,1,0
Marugame,Japan,Consumer Staples,A,sold,1,1,sold,2023-08-23,18,no,23,0,1,1.5,german,0.491639,0.597273,0.630952,0.612069,0.592332,0.350857,0.600282,0.425141,0.006695,82,0.002368,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
Maxima,Lithuania,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,85,0,1,1.0,socialist,0.567447,0.849091,0.540541,0.860465,0.640845,0.410682,0.837571,0.574859,0.014521,297,0.036332,,,,0,-1510.68,8174.69,9.0088,9,149,2,0,,UMAX LIMITED,0,0.0000,0,0
Mayr-Melnhof,United Kingdom,Materials,A,sold,1,1,sold,2023-08-23,18,no,46,0,1,1.5,english,0.634337,0.221818,0.422222,0.234375,0.307512,0.094563,0.233051,0.572034,0.000976,720,0.035120,,,,0,503.82,20501.14,9.9282,20,20,1,0,,LUHO AG,0,0.0000,1,0
McCain Foods,Canada,Consumer Staples,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.7,english,0.607581,,0.738095,,,,,,,543,5.300146,,,,0,-137.99,102.45,4.6293,4,,1,0,,RAIN INTERNATIONAL LLC,0,0.0000,0,0
McDonald's,United States,Consumer Discretionary,A,sold,1,1,sold,2022-12-24,10,yes,52,0,1,1.4,english,0.402453,0.282727,0.367568,0.279070,0.435837,0.189954,0.283898,0.391243,0.001786,23,0.001376,,,,0,13352.59,16718.69,9.7243,18,63,3,0,,ICON PLC,0,0.0000,1,0
McKinsey,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,25,0,1,1.4,english,0.531773,0.792727,0.524793,0.816609,0.537559,0.288969,0.776836,0.700565,0.009200,148,0.194504,,,,0,-511.10,760.91,6.6345,13,7,1,0,,MICK AG,0,0.0000,0,0
Mercedes-Benz,Germany,Consumer Discretionary,A,suspended,1,1,sold,2023-04-25,14,yes,46,0,1,1.6,german,0.892977,0.810000,0.870270,0.818605,0.471049,0.221887,0.795198,0.838983,0.009634,21702,1.483301,,,Completed,1,3657.38,14630.88,9.5909,15,152,2,0,,TECE SE,0,0.0000,0,1
MessageBird,Netherlands,Information Technology,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.8,french,0.400223,0.598182,0.204545,0.531250,0.631455,0.398736,0.601695,0.355932,0.006695,21,0.000606,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Mondi,United Kingdom,Materials,A,other,1,1,sold,2023-09-21,19,yes,22,0,1,1.5,english,0.729097,,0.577778,,,,,,,2318,,,834.40,Completed,1,,,,13,106,1,0,,MONDI PLC,0,0.0000,0,0
Monroe Energy,United States,Energy,A,suspended,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,english,0.091416,0.599091,0.130435,0.522727,0.779343,0.607375,0.603107,0.090395,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Moog Inc.,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,english,0.725753,0.600000,0.735537,0.660900,0.489045,0.239165,0.604520,0.615819,0.006695,2295,0.066278,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Moose Toys,Australia,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,70,0,1,1.6,english,0.355630,,0.308108,,,,,,,11,,,,,0,,,,,,1,0,,MOSES TESFAI,0,0.0000,0,0
Morgan Advanced Materials,United Kingdom,Industrials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.5,english,0.467113,0.600909,0.438017,0.664360,0.607981,0.369641,0.605932,0.402542,0.006695,57,0.001646,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Morgan Lewis,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,01,0,1,1.4,english,0.449275,0.510000,0.429752,0.550173,0.576682,0.332562,0.488701,0.341808,0.005995,44,0.000376,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,0,0
Morrisons,United Kingdom,Consumer Staples,A,other,1,1,walked,2022-12-24,10,yes,41,0,1,1.5,english,0.386845,0.920909,0.488095,0.905172,0.571205,0.326275,0.913842,0.776836,0.033137,16,0.530152,,,,0,29.65,30.18,3.4071,3,1,1,0,,RUSSIAN MORRISON RAUL FRANSUA,0,0.0000,0,0
NTT Data,Japan,Information Technology,A,sold,1,1,sold,2022-12-24,10,yes,61,0,1,1.5,german,0.774805,,0.598485,,,,,,,3938,1.284556,,,,0,2656.11,3065.65,8.0280,13,,1,6,2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,NTT INC.,0,0.0000,1,0
Nasdaq,United States,Financials,A,other,1,1,walked,2022-12-24,10,yes,62,0,1,1.4,english,0.690078,0.873636,0.923077,0.891892,0.532081,0.283111,0.865819,0.799435,0.016548,1458,0.778285,,,,0,1386.32,1873.35,7.5355,8,31,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,"NASDAQ, INC.",0,0.0000,0,0
Naspers,South Africa,Consumer Discretionary,A,sold,1,1,sold,2022-12-24,10,yes,63,0,0,-0.1,english,0.092531,0.934545,0.070270,0.944186,0.955399,0.912787,0.922316,0.091808,0.038621,0,0.000000,,,,0,1108.21,1527.68,7.3315,15,59,1,0,,RWS HOLDINGS PLC,0,0.0000,1,0
Nemetschek Group,Germany,Information Technology,A,other,1,1,walked,2025-05-21,39,no,63,0,1,1.6,german,0.093645,0.955455,0.060606,0.937500,0.967919,0.936866,0.946328,0.093220,0.053297,0,0.000000,,,,0,35756.86,49721.71,10.8142,19,2650,1,0,,NEC CORPORATION,0,0.0000,0,0
Nemiroff,Ukraine,Consumer Staples,A,other,1,1,walked,2023-08-23,18,no,63,0,1,-0.7,socialist,0.521739,0.956364,0.690476,0.965517,0.778560,0.606156,0.947740,0.436441,0.053297,137,0.002755,,,,0,35756.86,49721.71,10.8142,19,2650,1,0,,NEC CORPORATION,0,0.0000,0,0
Netflix,United States,Communication Services,A,suspended,1,1,walked,2022-12-24,10,yes,47,1,1,1.4,english,0.752508,0.867273,0.795918,0.866667,0.571205,0.326275,0.857345,0.720339,0.016422,2965,0.238468,,,,0,8810.27,12433.53,9.4282,8,196,2,0,,NEXT PLC,0,0.0000,0,1
Netscout,United States,Information Technology,A,suspended,1,1,walked,2022-12-24,10,yes,47,1,1,1.4,english,0.647715,0.868182,0.431818,0.828125,0.625196,0.390870,0.858757,0.624294,0.016422,892,0.071741,,,,0,8810.27,12433.53,9.4282,8,196,2,0,,NEXT PLC,0,0.0000,0,1
Next,United Kingdom,Consumer Discretionary,A,sold,1,1,sold,2023-08-23,18,no,47,1,1,1.5,english,0.814939,0.869091,0.789189,0.888372,0.543036,0.294888,0.860169,0.774011,0.016422,6430,0.517150,,,,0,8810.27,12433.53,9.4282,8,196,2,0,,NEXT PLC,0,0.0000,1,0
Nike,United States,Consumer Discretionary,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.4,english,0.933110,0.260909,0.913514,0.260465,0.223005,0.049731,0.268362,0.759887,0.001496,47694,0.442770,,,,0,43098.22,107717.35,11.5873,19,154,2,0,,NIKE INC,0,0.0000,1,0
Nissan,Japan,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,68,0,1,1.5,german,0.978818,0.819091,0.967568,0.827907,0.393584,0.154908,0.805085,0.988701,0.010117,221751,1121.767503,,,,0,131.88,197.68,5.2866,16,2,1,0,,NISA INTERNATIONAL CORPORATION,0,0.0000,0,0
Nokia,Finland,Information Technology,A,other,1,1,sold,2022-08-29,6,yes,61,0,1,2.0,scandinavian,0.977703,,0.924242,,,,,,,211519,1.224669,13.7947,400.60,Completed,1,29040.21,172715.18,12.0594,15,27,3,6,2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,NOKIA OYJ,0,0.0000,0,0
Nokian Tyres,Finland,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,45,1,1,2.0,scandinavian,0.534002,0.096364,0.491892,0.083721,0.390454,0.152454,0.107345,0.296610,0.000170,161,0.000168,,,,0,611643.52,960015.35,13.7747,14,163,1,0,,KIA CORPORATION,0,0.0000,0,0
Nordea Bank,Finland,Financials,A,suspended,1,1,walked,2023-08-23,18,no,66,0,1,2.0,scandinavian,0.377926,0.008182,0.569231,0.027027,0.347418,0.120699,0.009887,0.276836,0.000034,14,0.000059,,,,0,238332.41,238437.94,12.3819,21,8,1,0,,NORDEA BANK ABP,0,0.0000,0,1
Norton Rose Fulbright,United Kingdom,Industrials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.5,english,0.325530,0.601818,0.318182,0.667820,0.662754,0.439243,0.607345,0.305085,0.006695,7,0.000202,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Norwegian Cruise Lines,United States,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,english,0.094760,0.602727,0.075676,0.567442,0.780125,0.608595,0.608757,0.094633,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
OBI,Germany,Consumer Discretionary,A,sold,1,1,sold,2022-05-19,3,yes,68,0,1,1.6,german,0.643255,0.753636,0.632432,0.748837,0.486698,0.236875,0.731638,0.747175,0.006946,820,0.355980,,,Withdrawn,1,-10051.67,2303.50,7.7422,17,16,1,0,,IMMOBILIEN INVESTMENT & HOLDING AG,0,0.0000,1,0
Oceania Cruises,United States,Consumer Discretionary,A,other,1,1,walked,2022-12-24,10,yes,47,1,1,1.4,english,0.095875,0.471818,0.081081,0.423256,0.694836,0.482797,0.456215,0.096045,0.005523,0,0.000000,,,,0,288.60,2716.03,7.9069,12,15,1,0,,LOCANIM HOLDINGS LIMITED,0,0.0000,0,0
Oerlikon,Switzerland,Materials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.8,german,0.903010,0.191818,0.911111,0.218750,0.133020,0.017694,0.203390,0.857345,0.000716,25546,2.285255,,,Pending,1,7873.97,11178.62,9.3218,14,8,1,0,,NIKON CORPORATION,0,0.0000,0,0
Olam Group,Singapore,Consumer Staples,A,sold,1,1,sold,2023-08-23,18,no,72,0,1,1.8,english,0.096990,,0.095238,,,,,,,0,0.000000,,,,0,50.23,122.70,4.8098,20,,1,0,,LARIDZHANI GOLAM REZA RAKHIMI,0,0.0000,1,0
Omnicom Media Group,United States,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,73,0,1,1.4,english,0.277592,0.244545,0.265306,0.222222,0.495305,0.245327,0.254237,0.254237,0.001301,2,0.000019,,,,0,643.07,105105.84,11.5627,11,139,5,0,,OMNICOM GROUP INC.,0,0.0000,0,0
Omron,Japan,Information Technology,A,sold,1,1,sold,2023-08-23,18,no,71,0,1,1.5,german,0.955407,,0.878788,,,,,,,90516,6.515036,,,,0,10578.35,13893.40,9.5392,16,,1,0,,OMRON CORPORATION,0,0.0000,1,0
OneWeb,United States,Communication Services,A,suspended,1,1,walked,2022-12-24,10,yes,01,0,1,1.4,english,0.419175,0.510909,0.428571,0.555556,0.593114,0.351785,0.490113,0.313559,0.005995,29,0.000248,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,0,1
Orica,Australia,Industrials,A,sold,1,1,sold,2023-08-23,18,no,77,0,1,1.6,english,0.726867,0.426364,0.739669,0.456747,0.214397,0.045966,0.411017,0.918079,0.004008,2302,9.227562,,,,0,241.45,249.47,5.5194,18,1,1,0,,ORICA LIMITED,0,0.0000,1,0
Orlen Lietuva,Poland,Energy,A,suspended,1,1,walked,2022-12-24,10,yes,71,0,1,0.5,socialist,0.098105,0.040000,0.173913,0.000000,0.467919,0.218948,0.048023,0.097458,0.000088,0,0.000000,,,,0,1210.34,11544.78,9.3540,17,2,2,0,,WORLEY LIMITED,0,0.0000,0,1
Orsted,Denmark,Utilities,A,other,1,1,walked,2023-08-23,18,no,52,0,1,1.9,scandinavian,0.460424,,0.285714,,,,,,,53,,,,,0,,,,13,,1,0,,MR TORSTEN FENGER,1,1.0000,0,0
Otis Worldwide,United States,Industrials,A,sold,1,1,sold,2022-07-27,5,no,64,0,1,1.4,english,0.099220,0.140909,0.099174,0.121107,0.523474,0.274025,0.149718,0.098870,0.000323,0,0.000000,,,Pending,1,350.84,3095.01,8.0375,19,1,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,DENALOT WORLDWIDE LIMITED,0,0.0000,1,0
Owens Corning,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,english,0.884058,0.603636,0.884298,0.671280,0.410016,0.168113,0.610169,0.764124,0.006695,16372,0.472809,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
PGL Esports,United States,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,english,0.100334,0.604545,0.081633,0.600000,0.778560,0.606156,0.611582,0.100282,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
PKO BP,Poland,Financials,A,suspended,1,1,walked,2022-12-24,10,yes,47,1,1,0.5,socialist,0.101449,0.410909,0.092308,0.405405,0.658059,0.433042,0.395480,0.101695,0.003503,0,0.000000,,,Pending,1,-173.89,570.95,6.3473,9,2,1,0,,WEPUKO PAHNKE HOLDING GMBH & CO. KG,0,0.0000,0,1
PME pensioenfonds,Netherlands,Financials,A,sold,1,1,sold,2022-12-24,10,yes,46,0,1,1.8,french,0.102564,,0.107692,,,,,,,0,0.000000,,,,0,-144.03,700.62,6.5520,16,,1,0,,RPM INTERNATIONAL INC.,1,1.0000,1,0
Pandora,Denmark,Consumer Discretionary,A,suspended,1,1,walked,2023-08-23,18,no,22,0,1,1.9,scandinavian,0.615385,0.782727,0.605405,0.776744,0.586854,0.344398,0.764124,0.598870,0.008565,577,0.054309,,,,0,7461.36,10624.40,9.2709,7,91,1,0,,ORAC HOLDING,0,0.0000,0,1
Parker Hannifin,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,46,0,1,1.4,english,0.858417,,0.859504,,,,,,,12101,0.936840,,,,0,9342.48,12916.83,9.4663,18,1,2,0,,PARKER-HANNIFIN CORPORATION,1,0.5000,0,0
Paul Smith,United Kingdom,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,22,0,1,1.5,english,0.437012,,0.394595,,,,,,,40,0.003356,,,,0,6681.14,11920.39,9.3860,13,5,2,0,,SMITHS GROUP PLC,0,0.0000,0,0
Paulig,Finland,Consumer Staples,A,sold,1,1,sold,2022-12-24,10,yes,23,0,1,2.0,scandinavian,0.487179,0.605455,0.619048,0.620690,0.600156,0.360188,0.612994,0.423729,0.006695,80,0.002310,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
Paysera,Lithuania,Financials,A,suspended,1,1,walked,2023-08-23,18,no,46,0,1,1.0,socialist,0.103679,0.980000,0.123077,0.986486,0.976526,0.953603,0.971751,0.103107,0.161858,0,0.000000,,,,0,11.56,12.36,2.5142,2,2,1,0,,"PAYPER, SA",0,0.0000,0,1
Pensioenfonds Detailhandel,Netherlands,Financials,A,sold,1,1,sold,2022-12-24,10,yes,68,0,1,1.8,french,0.104794,0.038182,0.138462,0.081081,0.462441,0.213852,0.045198,0.104520,0.000083,0,0.000000,,,,0,7130.90,23564.28,10.0675,6,2,2,0,,TAIALA LTD,0,0.0000,1,0
Pentair,United States,Industrials,A,other,1,1,walked,2022-12-24,10,yes,55,1,1,1.4,english,0.746934,0.174545,0.764463,0.159170,0.187011,0.034973,0.183616,0.740113,0.000653,2802,0.327633,,,,0,-62.40,8552.24,9.0539,18,5,2,0,,IRB HOLDING AG,0,0.0000,0,0
Petro,Austria,Energy,A,sold,1,1,sold,2023-06-14,16,no,41,0,1,1.8,german,0.842809,,0.739130,,,,,,,10545,,,2.50,Withdrawn,1,,,,17,,1,0,,OBSHCHESTVO S OGRANICHENNOI OTVESTVENNOSTYU GLOBAL PETRO KEMIKAL PROTSESSEZ INK. (GLOBAL PETRO CHEMICAL PROCESSES INC.),1,1.0000,1,0
Petrofac,United Kingdom,Energy,A,other,1,1,walked,2023-08-23,18,no,82,0,1,1.5,english,0.461538,0.115455,0.478261,0.090909,0.287167,0.082465,0.127119,0.502825,0.000217,54,0.011744,,,,0,-3076.86,4598.10,8.4334,17,1,1,0,,PETROFAC LIMITED,0,0.0000,0,0
Pixabay,Germany,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,64,0,1,1.6,german,0.105909,,0.086486,,,,,,,0,0.000000,,,,0,2812.15,2812.25,7.9417,18,,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,PIN HOLDINGS LIMITED,0,0.0000,0,0
Playrix,Ireland,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,77,0,1,1.4,english,0.107023,,0.091892,,,,,,,0,0.000000,,,,0,600.28,932.41,6.8378,3,,1,0,,LAMY SA,0,0.0000,0,0
Playtika,Israel,Information Technology,A,other,1,1,walked,2023-08-23,18,no,46,0,0,1.0,english,0.443701,0.520909,0.280303,0.468750,0.579030,0.335275,0.501412,0.350282,0.006016,41,0.000509,,,,0,23973.67,80628.63,11.2976,19,544,3,0,,SIKA AG,0,0.0000,0,0
Polskie Górnictwo Naftowe i Gazownictwo SA,Poland,Energy,A,suspended,1,1,walked,2022-12-24,10,yes,23,0,1,0.5,socialist,0.108138,0.606364,0.217391,0.545455,0.776995,0.603722,0.614407,0.105932,0.006695,0,0.000000,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Ponsse PLC,Finland,Industrials,A,sold,1,1,sold,2022-12-24,10,yes,62,0,1,2.0,scandinavian,0.109253,,0.103306,,,,,,,0,0.000000,,,,0,-2.41,10.80,2.3791,3,,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,QPO GROUP,0,0.0000,1,0
Postnord,Norway,Utilities,A,other,1,1,walked,2023-08-23,18,no,46,0,1,2.0,scandinavian,0.382386,0.772727,0.142857,0.900000,0.747261,0.558400,0.750000,0.295198,0.008292,15,0.000167,,,,0,28615.23,89970.63,11.4072,17,746,1,0,,RDO INTERNATIONAL,0,0.0000,0,0
Primo Water,United States,Consumer Staples,A,sold,1,1,sold,2023-08-23,18,no,63,0,1,1.4,english,0.412486,0.923636,0.535714,0.922414,0.751956,0.565438,0.918079,0.454802,0.033684,26,0.003939,,,,0,2195.70,6600.98,8.7950,12,237,2,0,,PRIMOND HOLDINGS LIMITED,0,0.0000,1,0
Princess Cruises,United States,Consumer Discretionary,A,other,1,1,walked,2023-08-23,18,no,46,0,1,1.4,english,0.110368,0.181818,0.097297,0.186047,0.542254,0.294039,0.192090,0.107345,0.000666,0,0.000000,,,,0,1422.12,7511.49,8.9242,10,5,1,0,,INTESS SA,0,0.0000,0,0
Publicis Groupe,France,Communication Services,A,other,1,1,walked,2022-12-24,10,yes,23,0,1,1.4,french,0.314381,0.607273,0.326531,0.622222,0.669797,0.448627,0.615819,0.300847,0.006695,6,0.000173,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Pure Storage,United States,Information Technology,A,sold,1,1,sold,2023-08-23,18,no,23,0,1,1.4,english,0.813824,0.608182,0.666667,0.539062,0.450704,0.203134,0.617232,0.697740,0.006695,6255,0.180639,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,1,0
Qantas Airlines,Australia,Industrials,A,other,1,1,walked,2022-12-24,10,yes,25,0,1,1.6,english,0.111483,0.879091,0.107438,0.875433,0.917840,0.842431,0.871469,0.108757,0.018092,0,0.000000,,,,0,875.85,1677.58,7.4251,14,20,2,0,,ATLAS INTERNATIONAL AG,0,0.0000,0,0
