name,country,industry,grade,action_type,exiter,clean_exit,exit_mode,event_date,event_month,timing_left_censored,nace_sector,b2c,sanctions_coalition,wgi_rule_of_law,legal_origin,pat_pctile,lab_pctile,pat_pctile_sector,lab_pctile_sector,alpha,alpha_sq,alpha_emp_pctile,alpha_pat_pctile,emp_intensity_raw,patent_count,patent_intensity_raw,y_exit_payoff,deal_value_mn_usd,deal_status,has_deal,pre_inv_equity_th_usd,sum_assets_th_usd,ln_assets,years_in_russia,employees_total,n_subsidiaries,sanctions_exposure,sanction_hit_dates,guo_matched,y_sub_inactive,sub_inactivation_rate,y_grade_a_sold,y_suspended
Delonghi,Italy,Consumer Discretionary,D,suspended,0,0,,,,no,23,0,1,0.2,french,,0.701818,,0.679070,0.654731,0.428673,0.654731,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Dr. Theiss,Germany,Health Care,D,suspended,0,0,,,,no,46,0,1,1.6,german,,,,,,,,,,,,,,,0,-6.11,42.70,3.7541,10,,1,0,,ISSP GROUP LIMITED,0,0.0000,0,1
ESL,Germany,NGO,D,other,0,0,,,,no,46,0,1,1.6,german,,0.972727,,1.000000,0.992327,0.984714,0.992327,,0.089805,,,,,,0,368.91,467.68,6.1478,5,42,1,0,,MR VYACHESLAV SHNAIDER,0,0.0000,0,0
Ebara,Japan,Industrials,D,other,0,0,,,,no,28,0,1,1.5,german,,0.267273,,0.276817,0.253197,0.064109,0.253197,,0.001555,,,,,,0,3128.05,5144.63,8.5457,9,8,1,0,,EBARA CORPORATION,0,0.0000,0,0
Eesti Gaas,Estonia,Energy,D,other,0,0,,,,no,23,0,1,1.3,socialist,,0.702727,,0.659091,0.657289,0.432029,0.657289,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Ehrmann,Germany,Consumer Staples,D,suspended,0,0,,,,no,01,0,1,1.6,german,,0.280000,,0.224138,0.276215,0.076295,0.276215,,0.001736,,,,,,0,-345.69,2263.70,7.7248,6,5,3,0,,MRS SABINE EHRMANN,0,0.0000,0,1
Ekosem Agrar AG,Germany,Consumer Staples,D,other,0,0,,,,no,23,0,1,1.6,german,,0.703636,,0.689655,0.659847,0.435397,0.659847,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Eli Lilly,United States,Health Care,D,suspended,0,0,,,,no,68,0,1,1.4,english,,,,,,,,,,,,,,,0,,,,17,,2,0,,FLY GROUP LIMITED,1,1.0000,0,1
Engie,France,Utilities,D,other,0,0,,,,no,23,0,1,1.4,french,,0.704545,,0.700000,0.662404,0.438779,0.662404,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
FIDE,Switzerland,NGO,D,suspended,0,0,,,,no,46,0,1,1.8,german,,0.281818,,0.333333,0.278772,0.077714,0.278772,,0.001753,,,,,,0,2947.00,4563.77,8.4259,20,8,1,0,,FIDEP,1,1.0000,0,1
FM Global,United States,Financials,D,suspended,0,0,,,,no,10,0,1,1.4,english,,0.927273,,0.932432,0.941176,0.885813,0.941176,,0.035508,,,,,,0,1474.33,2253.00,7.7200,21,80,1,0,,FM HOLDING GMBH,0,0.0000,0,1
Focus Brands - Cinnabon,United States,Industrials,D,other,0,0,,,,no,46,0,1,1.4,english,,0.492727,,0.519031,0.514066,0.264264,0.514066,,0.005815,,,,,,0,-82.23,2751.30,7.9198,13,16,1,0,,BO HOLDING AG,0,0.0000,0,0
Forever Living Products,United States,Consumer Discretionary,D,suspended,0,0,,,,no,23,0,1,1.4,english,,0.705455,,0.683721,0.664962,0.442174,0.664962,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Freelancer,Australia,Information Technology,D,other,0,0,,,,no,68,0,1,1.6,english,,0.482727,,0.437500,0.508951,0.259032,0.508951,,0.005728,,,,,,0,797.17,7527.43,8.9263,13,39,2,0,,LANIMER HOLDINGS LIMITED,0,0.0000,0,0
Freudenberg Group,Germany,Industrials,D,other,0,0,,,,no,13,0,1,1.6,german,,0.362727,,0.391003,0.363171,0.131893,0.363171,,0.002860,,,,,,0,24213.23,60213.08,11.0056,18,279,6,0,,FREUDENBERG & CO. KOMMANDITGESELLSCHAFT,0,0.0000,0,0
GROUPE LIMAGRAIN/JACQUET-BROSSARD,France,Industrials,D,other,0,0,,,,no,46,0,1,1.4,french,,0.277273,,0.287197,0.268542,0.072115,0.268542,,0.001655,,,,,,0,9745.63,70294.90,11.1605,13,124,2,0,,LIMAGRAIN,0,0.0000,0,0
Gedeon Richter,Hungary,Health Care,D,other,0,0,,,,no,23,0,1,0.5,socialist,,0.706364,,0.786885,0.667519,0.445582,0.667519,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Geox,Italy,Consumer Discretionary,D,suspended,0,0,,,,no,23,0,1,0.2,french,,0.707273,,0.688372,0.670077,0.449003,0.670077,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Gilead Sciences,United States,Health Care,D,suspended,0,0,,,,no,73,0,1,1.4,english,,0.466364,,0.672131,0.491049,0.241129,0.491049,,0.005237,,,,,,0,1519.94,8783.38,9.0806,10,46,1,0,,"GILEAD SCIENCES, INC.",0,0.0000,0,1
Giorgio Armani,Italy,Consumer Discretionary,D,suspended,0,0,,,,no,46,0,1,0.2,french,,,,,,,,,,,,,,,0,140.61,195.15,5.2738,1,,1,0,,MR ARMANI GIORGIO,0,0.0000,0,1
GlaxoSmithKline,United Kingdom,Health Care,D,suspended,0,0,,,,no,23,0,1,1.5,english,,0.708182,,0.803279,0.672634,0.452437,0.672634,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Greif,United States,Materials,D,other,0,0,,,,no,25,0,1,1.4,english,,0.416364,,0.453125,0.445013,0.198036,0.445013,,0.003745,,,,,,0,41157.76,59015.04,10.9855,20,221,1,0,,GREIF INC,0,0.0000,0,0
Grohe,Germany,Consumer Discretionary,D,suspended,0,0,,,,yes,23,0,1,1.6,german,,0.709091,,0.693023,0.675192,0.455884,0.675192,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Groupe Seb,France,Consumer Discretionary,D,suspended,0,0,,,,no,23,0,1,1.4,french,,0.710000,,0.697674,0.677749,0.459344,0.677749,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Gruma,Mexico,Consumer Staples,D,suspended,0,0,,,,no,23,0,0,-0.6,french,,0.710909,,0.698276,0.680307,0.462817,0.680307,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
HERZ,Austria,Consumer Discretionary,D,other,0,0,,,,no,08,0,1,1.8,german,,,,,,,,,,,,,,,0,,,,19,,1,0,,PIT INVESTMENT KAMPANI VENCHERZ LTD.,1,1.0000,0,0
HeidelbergCement,Germany,Materials,D,suspended,0,0,,,,no,23,0,1,1.6,german,,0.711818,,0.640625,0.682864,0.466304,0.682864,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Hellenic Bank,Cyprus,Financials,D,other,0,0,,,,no,70,0,1,0.7,english,,0.250000,,0.256757,0.232737,0.054166,0.232737,,0.001374,,,,,,0,593.95,1455.21,7.2829,17,2,1,0,,SHELL PLC,0,0.0000,0,0
Hellenic Petroleum,Greece,Energy,D,other,0,0,,,,no,70,0,1,0.2,french,,0.250909,,0.250000,0.235294,0.055363,0.235294,,0.001374,,,,,,0,593.95,1455.21,7.2829,17,2,1,0,,SHELL PLC,0,0.0000,0,0
HiPP,Switzerland,Consumer Staples,D,suspended,0,0,,,,no,77,0,1,1.8,german,,0.529091,,0.508621,0.572890,0.328203,0.572890,,0.006068,,,,,,0,-3294.45,19328.60,9.8693,16,144,5,0,,HIPP GMBH,0,0.0000,0,1
Hilton,United States,Consumer Discretionary,D,suspended,0,0,,,,no,46,0,1,1.4,english,,,,,,,,,,,,,,,0,,,,20,,1,0,,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KHALTON TREIDING (LTD.),0,0.0000,0,1
Hochland,Germany,Consumer Staples,D,suspended,0,0,,,,no,10,0,1,1.6,german,,0.319091,,0.267241,0.309463,0.095767,0.309463,,0.002031,,,,,,0,145403.38,198952.67,12.2008,22,404,1,0,,HOCHLAND HOLDING GMBH & CO. KG,0,0.0000,0,1
Huawei,China,Information Technology,D,suspended,0,0,,,,no,24,0,0,-0.5,german,,0.470000,,0.429688,0.498721,0.248723,0.498721,,0.005465,,,,,,0,19899.29,23237.20,10.0535,15,127,1,5,2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,HAWLE HOLDING GMBH,0,0.0000,0,1
IFF,United States,Consumer Discretionary,D,suspended,0,0,,,,no,71,0,1,1.4,english,,0.468182,,0.418605,0.493606,0.243647,0.493606,,0.005337,,,,,,0,732.71,1873.65,7.5356,10,10,1,0,,EIFFAGE,0,0.0000,0,1
ING Bank,Netherlands,Financials,D,other,0,0,,,,no,23,0,1,1.8,french,,0.712727,,0.729730,0.685422,0.469803,0.685422,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Infosys,India,Information Technology,D,other,0,0,,,,yes,64,0,0,0.0,english,,,,,,,,,,,,,,,0,2812.15,2812.25,7.9417,18,,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,PIN HOLDINGS LIMITED,0,0.0000,0,0
Ingram Micro,United States,Information Technology,D,other,0,0,,,,no,23,0,1,1.4,english,,0.713636,,0.671875,0.687980,0.473316,0.687980,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Intermedia,United States,Communication Services,D,other,0,0,,,,no,46,0,1,1.4,english,,0.910909,,0.933333,0.923274,0.852434,0.923274,,0.025168,,,,,,0,570.92,3337.02,8.1128,13,89,3,0,,"INTERMEDICA, INC.",0,0.0000,0,0
International Baccalaureate Organization,Netherlands,NGO,D,other,0,0,,,,no,46,0,1,1.8,french,,0.377273,,0.466667,0.375959,0.141345,0.375959,,0.002925,,,,,,0,3633.77,15040.33,9.6185,19,44,1,0,,CAL GMBH,0,0.0000,0,0
Intesa Sanpaolo,Italy,Financials,D,suspended,0,0,,,,no,73,0,1,0.2,french,,0.029091,,0.067568,0.020460,0.000419,0.020460,,0.000076,,,,,,0,26217.33,35728.55,10.4837,13,12,2,0,,INTESA SANPAOLO S.P.A.,0,0.0000,0,1
Ipsen,France,Health Care,D,suspended,0,0,,,,no,46,0,1,1.4,french,,0.345455,,0.491803,0.340153,0.115704,0.340153,,0.002474,,,,,,0,14367.19,87304.60,11.3772,15,216,1,0,,IPSEN,0,0.0000,0,1
Itochu,Japan,Consumer Staples,D,suspended,0,0,,,,no,41,0,1,1.5,german,,,,,,,,,,,,,,,0,20607.09,28981.54,10.2744,11,,1,0,,YIT OYJ,0,0.0000,0,1
Japan Tobacco,Japan,Consumer Staples,D,suspended,0,0,,,,no,68,0,1,1.5,german,,0.213636,,0.155172,0.189258,0.035819,0.189258,,0.000872,,,,,,0,1110.95,1146.24,7.0442,8,1,1,0,,JAPAN TOBACCO INC.,0,0.0000,0,1
Johnson &amp; Johnson,United States,Health Care,D,suspended,0,0,,,,no,46,0,1,1.4,english,,0.298182,,0.393443,0.291560,0.085007,0.291560,,0.001793,,,,,,0,584846.98,889248.70,13.6981,20,1594,1,0,,JOHNSON & JOHNSON,0,0.0000,0,1
KCA Deutag,United Kingdom,Energy,D,suspended,0,0,,,,no,28,0,1,1.5,english,,0.340000,,0.386364,0.335038,0.112251,0.335038,,0.002362,,,,,,0,24235.59,174847.94,12.0717,17,1625,3,0,,KCA DEUTAG INTERNATIONAL LIMITED,0,0.0000,0,1
Kemin,United States,Health Care,D,other,0,0,,,,no,10,0,1,1.4,english,,0.270909,,0.360656,0.263427,0.069394,0.263427,,0.001574,,,,,,0,13363.07,33678.00,10.4246,7,53,1,0,,KOMPANIYA KEMIN INDASTRIZ INK.,0,0.0000,0,0
Kimberly-Clark,United States,Consumer Staples,D,suspended,0,0,,,,no,45,1,1,1.4,english,,0.098182,,0.077586,0.079284,0.006286,0.079284,,0.000170,,,,,,0,611643.52,960015.35,13.7747,14,163,1,0,,KIA CORPORATION,0,0.0000,0,1
Kraft Heinz - JBS,United States,Consumer Staples,D,suspended,0,0,,,,no,46,0,1,1.4,english,,0.851818,,0.836207,0.872123,0.760598,0.872123,,0.014792,,,,,,0,35209.46,196919.68,12.1906,18,2450,2,0,,THE KRAFT HEINZ COMPANY,0,0.0000,0,1
Laboratoire Servier,France,Health Care,D,other,0,0,,,,no,46,0,1,1.4,french,,0.493636,,0.704918,0.516624,0.266900,0.516624,,0.005815,,,,,,0,-82.23,2751.30,7.9198,13,16,1,0,,BO HOLDING AG,0,0.0000,0,0
Lenovo,Hong Kong,Information Technology,D,suspended,0,0,,,,no,68,0,,,,,0.060909,,0.062500,0.040921,0.001675,0.040921,,0.000123,,,,,,0,53673.39,157370.99,11.9664,11,436,5,0,,NOV INC,0,0.0000,0,1
Loulis Mills,Greece,Consumer Staples,D,other,0,0,,,,no,71,0,1,0.2,french,,0.930909,,0.939655,0.948849,0.900315,0.948849,,0.036377,,,,,,0,401.26,769.73,6.6460,16,28,1,0,,ALS LIMITED,0,0.0000,0,0
Maire Tecnimonet,Italy,Industrials,D,suspended,0,0,,,,no,47,1,1,0.2,french,,0.871818,,0.871972,0.887468,0.787600,0.887468,,0.016422,,,,,,0,8810.27,12433.53,9.4282,8,196,2,0,,NEXT PLC,0,0.0000,0,1
Manitowoc,United States,Industrials,D,suspended,0,0,,,,no,46,0,1,1.4,english,,0.015455,,0.020761,0.010230,0.000105,0.010230,,0.000042,,,,,,0,13066.64,24001.21,10.0859,20,1,1,0,,"THE MANITOWOC COMPANY, INC.",0,0.0000,0,1
Marel,Iceland,Consumer Staples,D,suspended,0,0,,,,no,46,0,1,1.7,scandinavian,,0.393636,,0.336207,0.411765,0.169550,0.411765,,0.003125,,,,,,0,6464.88,10880.91,9.2948,17,34,1,0,,JBT MAREL CORP,0,0.0000,0,1
Mars,United States,Consumer Staples,D,other,0,0,,,,no,46,0,1,1.4,english,,0.304545,,0.241379,0.301790,0.091077,0.301790,,0.001875,,,,,,0,118.24,533.27,6.2790,3,1,1,0,,DATAMARS SA,0,0.0000,0,0
Marubeni,Japan,Industrials,D,other,0,0,,,,no,46,0,1,1.5,german,,0.926364,,0.934256,0.938619,0.881005,0.938619,,0.035228,,,,,,0,210.03,596.12,6.3904,2,21,1,0,,MARUBENI CORPORATION,0,0.0000,0,0
Mavenir,United States,Information Technology,D,other,0,0,,,,no,46,0,1,1.4,english,,0.950909,,0.929688,0.966752,0.934609,0.966752,,0.046041,,,,,,0,-2738.20,1303.18,7.1726,19,60,1,0,,"MAVENIR SYSTEMS, INC.",0,0.0000,0,0
Medtronic,United States,Health Care,D,other,0,0,,,,no,46,0,1,1.4,english,,0.411818,,0.639344,0.439898,0.193510,0.439898,,0.003522,,,,,,0,52959.34,72398.29,11.1899,14,255,1,0,,MEDTRONIC PUBLIC LIMITED COMPANY,0,0.0000,0,0
Melamin,Slovenia,Materials,D,other,0,0,,,,no,64,0,1,1.1,socialist,,,,,,,,,,,,,,,0,2812.15,2812.25,7.9417,18,,1,8,2022-02-23;2022-02-25;2022-02-28;2022-03-15;2022-04-08;2022-06-03;2022-07-21;2022-10-06,PIN HOLDINGS LIMITED,0,0.0000,0,0
Menarini Group,Italy,Health Care,D,suspended,0,0,,,,no,86,0,1,0.2,french,,0.890909,,0.967213,0.902813,0.815072,0.902813,,0.021535,,,,,,0,2458.86,3532.81,8.1699,6,134,3,0,,MERINIA HOLDINGS LIMITED,0,0.0000,0,1
Merck Group,United States,Health Care,D,other,0,0,,,,no,46,0,1,1.4,english,,0.194545,,0.196721,0.171355,0.029363,0.171355,,0.000731,,,,,,0,103935.65,216521.44,12.2854,14,330,2,0,,"MERCK & CO., INC.",0,0.0000,0,0
Merck KGaA,Germany,Health Care,D,other,0,0,,,,no,23,0,1,1.6,german,,0.714545,,0.819672,0.690537,0.476841,0.690537,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Metro,Germany,Consumer Staples,D,suspended,0,0,,,,no,68,0,1,1.6,german,,,,,,,,,,,,,,,0,-1035.53,8422.24,9.0386,6,6,2,0,,METROM PROJECT LIMITED,0,0.0000,0,1
Mocapor,Portugal,Industrials,D,suspended,0,0,,,,no,68,0,1,1.1,french,,0.047273,,0.055363,0.028133,0.000791,0.028133,,0.000093,,,,,,0,8894.02,10785.13,9.2859,18,1,1,0,,ANOR HOLDINGS LIMITED,0,0.0000,0,1
Mohawk Industries,United States,Consumer Discretionary,D,suspended,0,0,,,,no,22,0,1,1.4,english,,0.349091,,0.320930,0.347826,0.120983,0.347826,,0.002569,,,,,,0,35196.98,202790.07,12.2199,5,1099,9,0,,"MOHAWK INDUSTRIES, INC.",0,0.0000,0,1
Mondelez - Nabisco,United States,Consumer Staples,D,other,0,0,,,,no,22,0,1,1.4,english,,,,,,,,,,,,,,,0,,,,13,106,1,0,,MONDI PLC,0,0.0000,0,0
National Oilwell Varco,United States,Energy,D,suspended,0,0,,,,no,70,0,1,1.4,english,,0.860000,,0.909091,0.879795,0.774040,0.879795,,0.015133,,,,,,0,537.20,991.24,6.8990,17,15,1,0,,ARC HOLDINGS,0,0.0000,0,1
Nature's Sunshine,United States,Consumer Staples,D,suspended,0,0,,,,no,63,0,1,1.4,english,,0.960909,,0.974138,0.976982,0.954494,0.976982,,0.053297,,,,,,0,35756.86,49721.71,10.8142,19,2650,1,0,,NEC CORPORATION,0,0.0000,0,1
Naust Marine,Iceland,Industrials,D,suspended,0,0,,,,no,63,0,1,1.7,scandinavian,,0.961818,,0.965398,0.979540,0.959498,0.979540,,0.053297,,,,,,0,35756.86,49721.71,10.8142,19,2650,1,0,,NEC CORPORATION,0,0.0000,0,1
Nestle,Switzerland,Consumer Staples,D,suspended,0,0,,,,no,10,0,1,1.8,german,,0.459091,,0.448276,0.483376,0.233652,0.483376,,0.004961,,,,,,0,360198.17,1419382.34,14.1657,16,5903,2,0,,NESTLE S.A.,0,0.0000,0,1
Nippon Steel,Japan,Materials,D,other,0,0,,,,no,73,0,1,1.5,german,,0.990000,,0.984375,1.000000,1.000000,1.000000,,0.371807,,,,,,0,64.73,72.62,4.2852,15,27,1,0,,NIPPON STEEL CORPORATION,0,0.0000,0,0
Nor-Maali,Finland,Industrials,D,suspended,0,0,,,,no,46,0,1,2.0,scandinavian,,0.442727,,0.477509,0.462916,0.214291,0.462916,,0.004463,,,,,,0,730.38,3584.65,8.1844,15,16,1,0,,ALI GROUP LLC,0,0.0000,0,1
Novartis,Switzerland,Health Care,D,suspended,0,0,,,,no,46,0,1,1.8,german,,0.886364,,0.950820,0.897698,0.805862,0.897698,,0.019653,,,,,,0,12758.52,544859.27,13.2083,16,8079,2,0,,NOVARTIS AG,0,0.0000,0,1
Novo Nordisk,Denmark,Health Care,D,suspended,0,0,,,,no,21,0,1,1.9,scandinavian,,0.357273,,0.540984,0.358056,0.128204,0.358056,,0.002814,,,,,,0,91437.95,199066.04,12.2014,19,467,3,0,,NOVO NORDISK FONDEN,0,0.0000,0,1
OMV,Austria,Energy,D,other,0,0,,,,no,46,0,1,1.8,german,,0.230000,,0.204545,0.209719,0.043982,0.209719,,0.001125,,,,,,0,544.54,1777.85,7.4832,18,2,1,0,,DZHONNI MORTEN STROMVOLL,0,0.0000,0,0
Palfinger,Austria,Industrials,D,other,0,0,,,,no,46,0,1,1.8,german,,0.403636,,0.425606,0.427110,0.182423,0.427110,,0.003368,,,,,,0,32836.10,67325.32,11.1173,13,476,4,0,,PALFINGER FAMILY,0,0.0000,0,0
Pfizer,United States,Health Care,D,suspended,0,0,,,,no,46,0,1,1.4,english,,0.206364,,0.245902,0.184143,0.033909,0.184143,,0.000825,,,,,,0,59411.19,291981.77,12.5844,7,241,1,0,,PFIZER INC,0,0.0000,0,1
Philip Morris,United States,Consumer Staples,D,suspended,0,0,,,,no,46,0,1,1.4,english,,0.457273,,0.439655,0.480818,0.231186,0.480818,,0.004875,,,,,,0,3161.11,20718.44,9.9388,7,101,1,0,,PHC HOLDINGS CORPORATION,0,0.0000,0,1
Philips,Netherlands,Consumer Discretionary,D,suspended,0,0,,,,no,46,0,1,1.8,french,,0.252727,,0.255814,0.240409,0.057797,0.240409,,0.001405,,,,,,0,107.84,9517.43,9.1609,10,14,3,0,,IPLS AG,0,0.0000,0,1
Polpharma,Poland,Health Care,D,suspended,0,0,,,,no,21,0,1,0.5,socialist,,0.130000,,0.131148,0.109974,0.012094,0.109974,,0.000258,,,,,,0,3861.57,3872.42,8.2616,11,1,1,0,,"STATERA BIOPHARMA, INC.",0,0.0000,0,1
Pottinger,Austria,Industrials,D,other,0,0,,,,no,23,0,1,1.8,german,,0.715455,,0.747405,0.693095,0.480380,0.693095,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
Procter &amp; Gamble (P&amp;G),United States,Consumer Staples,D,other,0,0,,,,no,23,0,1,1.4,english,,0.716364,,0.706897,0.695652,0.483932,0.695652,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,0
RHI Magnesita,Austria,Industrials,D,other,0,0,,,,no,46,0,1,1.8,german,,0.300000,,0.314879,0.296675,0.088016,0.296675,,0.001828,,,,,,0,9566.69,21596.38,9.9803,13,58,2,0,,RHI MAGNESITA N.V.,0,0.0000,0,0
Radisson Hotels,,,D,suspended,0,0,,,,no,71,0,,,,,0.931818,,,0.951407,0.905175,0.951407,,0.036377,,,,,,0,401.26,769.73,6.6460,16,28,1,0,,ALS LIMITED,0,0.0000,0,1
Reckitt Benckiser Group,United Kingdom,Consumer Staples,D,other,0,0,,,,yes,46,0,1,1.5,english,,0.836364,,0.827586,0.864450,0.747274,0.864450,,0.011446,,,,,,0,33107.81,101451.37,11.5273,19,1126,2,0,,RECKITT BENCKISER GROUP PLC,0,0.0000,0,0
Red Bull,Austria,Consumer Staples,D,suspended,0,0,,,,no,46,0,1,1.8,german,,0.390000,,0.327586,0.406650,0.165364,0.406650,,0.003061,,,,,,0,19706.63,42145.19,10.6489,18,129,1,0,,RED BULL GMBH,0,0.0000,0,1
Remondis,Germany,Industrials,D,other,0,0,,,,no,22,0,1,1.6,german,,,,,,,,,,,,,,,0,,,,13,106,1,0,,MONDI PLC,0,0.0000,0,0
Ritter Sport,Germany,Consumer Staples,D,suspended,0,0,,,,no,33,0,1,1.6,german,,0.069091,,0.060345,0.046036,0.002119,0.046036,,0.000125,,,,,,0,2604.82,8010.27,8.9885,9,1,1,0,,ITT INC.,1,1.0000,0,1
Roche,Switzerland,Health Care,D,suspended,0,0,,,,no,46,0,1,1.8,german,,0.327273,,0.426230,0.317136,0.100575,0.317136,,0.002121,,,,,,0,17097.53,141075.93,11.8571,13,280,2,0,,ROCHE HOLDING AG,0,0.0000,0,1
Rockwool,Denmark,Industrials,D,other,0,0,,,,no,23,0,1,1.9,scandinavian,,0.351818,,0.366782,0.350384,0.122769,0.350384,,0.002582,,,,,,0,77314.15,135550.31,11.8171,15,586,3,0,,ROCKWOOL A/S,0,0.0000,0,0
SC Johnson,United States,Consumer Staples,D,suspended,0,0,,,,no,46,0,1,1.4,english,,0.299091,,0.232759,0.294118,0.086505,0.294118,,0.001793,,,,,,0,584846.98,889248.70,13.6981,20,1594,1,0,,JOHNSON & JOHNSON,0,0.0000,0,1
SCHOTT,Germany,Materials,D,suspended,0,0,,,,no,46,0,1,1.6,german,,0.412727,,0.437500,0.442455,0.195767,0.442455,,0.003606,,,,,,0,1821.68,2773.08,7.9277,11,10,1,0,,SCHOTTEL INDUSTRIES GMBH,0,0.0000,0,1
SGS,Switzerland,Industrials,D,suspended,0,0,,,,no,20,0,1,1.8,german,,0.807273,,0.826990,0.836317,0.699426,0.836317,,0.009541,,,,,,0,1193.27,1886.55,7.5425,18,18,1,4,2022-04-08;2022-06-03;2022-07-21;2022-10-06,SGS S.A.,0,0.0000,0,1
SLB | Schlumberger,United States,Energy,D,suspended,0,0,,,,no,23,0,1,1.4,english,,0.717273,,0.681818,0.698210,0.487497,0.698210,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
SWISS KRONO,Switzerland,Industrials,D,suspended,0,0,,,,no,68,0,1,1.8,german,,0.061818,,0.065744,0.043478,0.001890,0.043478,,0.000123,,,,,,0,53673.39,157370.99,11.9664,11,436,5,0,,NOV INC,0,0.0000,0,1
Saipem,Italy,Industrials,D,suspended,0,0,,,,no,46,0,1,0.2,french,,,,,,,,,,,,,,,0,21223.24,244400.37,12.4066,2,,2,0,,SIEMENS ENERGY AG,1,1.0000,0,1
Sanofi,France,Health Care,D,other,0,0,,,,no,21,0,1,1.4,french,,0.356364,,0.524590,0.355499,0.126379,0.355499,,0.002792,,,,,,0,21802.10,74848.79,11.2232,18,510,2,0,,SANOFI,0,0.0000,0,0
Sarens,Belgium,Industrials,D,other,0,0,,,,no,52,0,1,1.3,french,,0.815455,,0.837370,0.843990,0.712319,0.843990,,0.010011,,,,,,0,591.62,1498.31,7.3121,2,15,1,0,,SARENS,0,0.0000,0,0
Schmitz Cargobull,Germany,Industrials,D,suspended,0,0,,,,no,23,0,1,1.6,german,,0.718182,,0.750865,0.700767,0.491075,0.700767,,0.006695,,,,,,0,19256.96,34627.06,10.4524,18,271,2,0,,G HOLDINGS INC.,0,0.0000,0,1
Signify,Netherlands,Consumer Discretionary,D,suspended,0,0,,,,no,46,0,1,1.8,french,,0.216364,,0.227907,0.194373,0.037781,0.194373,,0.000914,,,,,,0,16185.31,48159.44,10.7823,7,44,1,0,,SIGNIFY N.V.,0,0.0000,0,1
Smith &amp; Nephew PLC,United Kingdom,Health Care,D,suspended,0,0,,,,no,01,0,1,1.5,english,,0.517273,,0.737705,0.549872,0.302359,0.549872,,0.005995,,,,,,0,42539.54,117036.65,11.6702,14,659,5,0,,EW GROUP GMBH,0,0.0000,0,1
Snap,United States,Communication Services,D,suspended,0,0,,,,no,46,0,1,1.4,english,,0.260000,,0.266667,0.245524,0.060282,0.245524,,0.001490,,,,,,0,2859.41,3355.97,8.1185,22,5,1,0,,SNAP-ON INCORPORATED,0,0.0000,0,1
Soudal,Belgium,Materials,D,other,0,0,,,,no,46,0,1,1.3,french,,0.378182,,0.343750,0.378517,0.143275,0.378517,,0.002925,,,,,,0,3633.77,15040.33,9.6185,19,44,1,0,,CAL GMBH,0,0.0000,0,0
Standard Chartered,United Kingdom,Financials,D,other,0,0,,,,no,49,0,1,1.5,english,,,,,,,,,,,,,,,0,,,,10,,1,2,2022-07-21;2022-10-06,ESTA GROUP AG,1,1.0000,0,0
Subway,United States,Consumer Staples,D,suspended,0,0,,,,no,27,0,1,1.4,english,,,,,,,,,,,,,,,0,847.96,2168.83,7.6819,10,,1,0,,TSUBAKIMOTO CHAIN CO.,0,0.0000,0,1
