name,country,industry,grade_latest,action_type,first_grade_a_date,first_grade_ab_date,timing_left_censored,guo_matched,match_quality,n_subsidiaries,sum_assets_th_usd,largest_sub_assets,pre_inv_equity_th_usd,employees_total,emp_intensity,years_in_russia,ln_assets,nace_sector
T Machinery,Czech Republic,Industrials,B,suspended,,2022-12-24,no,UNITED MACHINERY AG,95.23809523809523,1,584.77,584.77,-223.131237578578,8,0.013680618908350534,18,6.3712,46
TSMC,Taiwan,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
TTC Holding,Czech Republic,Real Estate,B,suspended,,2022-12-24,no,TTC S.R.L.,100.0,1,2413.67,2413.67,-1053.72539075837,61,0.025272692422900395,11,7.7889,46
Tadano,Japan,Industrials,B,other,,2022-12-24,no,ANOR HOLDINGS LIMITED,85.71428571428572,1,10785.13,10785.13,8894.02162890881,1,9.272029626248487e-05,18,9.2859,68
Take-Two Interactive,United States,Communication Services,B,suspended,,2022-12-24,no,"NUTRACTIVE, LLC",90.0,1,1135.21,1135.21,574.55250503961,30,0.026426735628707336,11,7.0346,46
Talgo,Spain,Industrials,B,other,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Tanin,Slovenia,Materials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Tata Motors,India,Consumer Discretionary,B,suspended,,2022-12-24,no,RWS HOLDINGS PLC,80.0,1,1527.68,1527.68,1108.212647181,59,0.03862076265849657,15,7.3315,63
Tendam,Spain,Consumer Discretionary,B,suspended,,2022-12-24,no,CHASTNAYA AKTSIONERNAYA KOMPANIYA DP AMSTERDAM KHOLDING B.V.,83.33333333333334,1,,,,,,17,,41
Thales,France,Industrials,B,suspended,,2023-08-23,no,THALES,100,1,538.25,538.25,177.985422844999,1,0.00185787238626082,11,6.2883,73
The Navigator Company,Portugal,Materials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Thermo Fisher,United States,Health Care,B,suspended,,2022-12-24,no,THERMO FISHER SCIENTIFIC INC.,100.0,2,64712.22,58196.24,57407.1165047102,219,0.0006701463931931178,12,11.0777,52
TikTok,United States,Communication Services,B,suspended,,2022-12-24,no,MRS DANA MARINA TINKOKA,83.33333333333334,1,451.98,451.98,441.403310243972,2,0.004424944220006408,9,6.1136,74
Timken,United States,Industrials,B,suspended,,2022-12-24,no,THE TIMKEN COMPANY,100.0,1,22119.58,22119.58,-3282.30532754865,82,0.003707123124762244,7,10.0042,30
TomTom,Netherlands,Information Technology,B,sold,,2024-02-25,no,TOMTOM N.V.,100.0,2,3708.74,2199.79,2071.7137099253,5,0.0022729459144637913,16,8.2184,71
Torm,Denmark,Industrials,B,suspended,,2022-12-24,no,TORMAX EAST AG IN LIQUIDATION,100.0,1,1002.95,1002.95,-4269.45612090919,29,0.028914610109406977,17,6.9107,25
Tous,Spain,Consumer Discretionary,B,other,,2022-12-24,no,,,0,,,,,,,,
Triumph,Switzerland,Consumer Discretionary,B,suspended,,2022-12-24,no,TRUMPF SE + CO. KG,83.33333333333334,1,39815.42,39815.42,13378.8962408723,233,0.005852004292358852,17,10.5920,68
Twin Disc,United States,Industrials,B,suspended,,2022-12-24,no,D.I.C.G. LIMITED,75.0,1,,,,,,14,,46
Twitter,United States,Communication Services,B,suspended,,2022-12-24,no,ITT INC.,100.0,1,8010.27,8010.27,2604.82198015135,1,0.0001248396935355797,9,8.9885,33
UL,United States,Industrials,B,suspended,,2022-12-24,no,MR GIANNOULA DALITI,100.0,1,1048.05,1048.05,-83.6422459017485,1,0.0009541573679304082,21,6.9547,64
UPM,Finland,Materials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
UPS,United States,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Ubisoft,France,Information Technology,B,suspended,,2022-12-24,no,UBISOFT ENTERTAINMENT,100.0,1,5576.01,5576.01,726.761471350677,26,0.004662835602928477,8,8.6262,46
UiPath,United States,Information Technology,B,suspended,,2022-12-24,no,IPTP HOLDING PLC,75.0,1,968.60,968.60,-568.118486124091,18,0.01858347439789268,16,6.8759,61
Under Armour,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,OUN GMBH,80.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
Uniqlo/Fast Retailing,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Universal Music Group,Netherlands,Consumer Discretionary,B,sold,,2023-08-23,no,UNIVERSAL MUSIC GROUP N.V.,100.0,1,20426.50,20426.50,16497.0264037503,7,0.0003426920491431398,15,9.9246,59
Upwork,United States,Industrials,B,suspended,,2022-12-24,no,UPC HOLDINGS LIMITED,80.0,1,,,,,,15,,70
VF Corporation,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,V.F. CORPORATION,100,1,49442.49,49442.49,46946.532412488,24,0.000485412469788189,19,10.8086,46
VMWare,United States,Information Technology,B,suspended,,2022-12-24,no,Z-SOFTWARE GMBH,80.0,1,,,,10,,,,62
Valero Energy,United States,Energy,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Vattenfall,Sweden,Utilities,B,other,,2023-08-23,no,VEFA HOLDING SA,75.0,1,1271.23,1271.23,-3297.81158234086,4,0.0031465582830616373,17,7.1477,20
Veeam,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Vesuvius,United Kingdom,Industrials,B,suspended,,2023-08-23,no,VESUVIUS PLC,100,1,9362.49,9362.49,7034.87282842677,15,0.0016021372795701958,18,9.1445,46
Victoria’s Secret,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,ORICA LIMITED,80.0,1,249.47,249.47,241.450693110004,1,0.0040084493893275865,18,5.5194,77
Viessmann,Germany,Industrials,B,suspended,,2022-12-24,no,MR ALEKSEI VIDEMANN,82.35294117647058,1,,,,1,,,,46
Vietnam Airlines,Vietnam,Industrials,B,suspended,,2022-12-24,no,INTESS SA,80.0,1,7511.49,7511.49,1422.120084689,5,0.0006656470499114557,10,8.9242,46
Viking River Cruises,Switzerland,Consumer Discretionary,B,other,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Villeroy &amp; Boch,Germany,Consumer Discretionary,B,suspended,,2023-08-23,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
Visa,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Vitec Group,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Viva,Australia,Energy,B,suspended,,2022-12-24,no,VIVACY INTERNATIONAL SA,100.0,1,2705.95,2705.95,1192.63558993861,22,0.008130234100041525,4,7.9032,46
Volkswagen,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Volvo Cars,Sweden,Industrials,B,suspended,,2022-12-24,no,TARS HOLDING AG,85.71428571428572,1,7899.85,7899.85,-4620.8023738442,,,11,8.9746,29
Volvo Group,Sweden,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
WEKA,Israel,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
WWE,United States,Communication Services,B,suspended,,2022-12-24,no,,,0,,,,,,,,
WarnerMedia,United States,Communication Services,B,suspended,,2022-12-24,no,"INTERMEDICA, INC.",84.21052631578947,3,3337.02,1668.78,570.918226572685,89,0.02516808821916391,13,8.1128,46
Waters Corporation,United States,Health Care,B,suspended,,2022-12-24,no,WATERSIDE FINANCIAL LTD,100.0,1,8735.51,8735.51,387.441005155444,,,4,9.0752,46
WeTransfer,United States,Information Technology,B,suspended,,2022-12-24,no,GETTRANSFER LTD,90.0,2,240.29,122.74,38.4425900056958,33,0.2688513907664573,7,5.4819,63
Western Union,United States,Information Technology,B,suspended,,2022-12-24,no,NIKON CORPORATION,88.88888888888889,1,11178.62,11178.62,7873.97388527729,8,0.0007156516315741466,14,9.3218,46
Wielton,Poland,Industrials,B,suspended,,2022-12-24,no,OUN GMBH,80.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
William Grant &amp; Sons,United Kingdom,Consumer Staples,B,suspended,,2023-08-23,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Wimbledon,United Kingdom,NGO,B,other,,2022-12-24,no,OUN GMBH,80.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
Wintershall Dea AG,Germany,Energy,B,sold,,2023-08-23,no,INTESS SA,83.33333333333334,1,7511.49,7511.49,1422.120084689,5,0.0006656470499114557,10,8.9242,46
Wise PLC,United Kingdom,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Wizz Air,Hungary,Industrials,B,suspended,,2022-12-24,no,IRB HOLDING AG,80.0,2,8552.24,4595.69,-62.4019073061645,5,0.0006527850923637715,18,9.0539,55
Wolffkran,Switzerland,Industrials,B,suspended,,2022-12-24,no,WOLFFKRAN HOLDING AG,100,1,8594.84,8594.84,3119.04546264,5,0.0005817444124406854,4,9.0589,28
World Boxing Council,Mexico,NGO,B,suspended,,2022-12-24,no,OUN GMBH,100.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
World Federation of Exchanges,United Kingdom,NGO,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Woseba,Poland,Consumer Staples,B,other,,2022-12-24,no,WEBAMG HOLDINGS LIMITED,80.0,1,7.93,7.93,7.92811117414385,15,1.892001722796204,7,2.0704,62
Wrangler (Kontoor),United States,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Würth,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,ADOLF WÜRTH GMBH & CO. KG,100.0,3,4212.59,1920.58,1102.50548395887,22,,4,8.3458,46
Xerox,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
YKK Group,Japan,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
YOOX,Italy,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Yanmar,Japan,Consumer Discretionary,B,suspended,,2023-08-23,no,PRIMA SERVICE S.S. DI DOLFO GIAMPIERO E GIANMARIA & C.,83.33333333333334,1,161.83,161.83,-210.922753987834,,,18,5.0866,68
Yara,Norway,Materials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
ZHA,United Kingdom,Industrials,B,suspended,,2022-12-24,no,KARDINALI DZHANFRANKO,100.0,1,7.93,7.93,5.47833828162402,2,0.25226689637282723,9,2.0704,62
Zegna Group,Italy,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Zendesk,United States,Information Technology,B,suspended,,2022-12-24,no,GSK PLC,80.0,1,614.97,614.97,612.752809814177,,,10,6.4216,46
Zetor,Czech Republic,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Zynga,United States,Communication Services,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
bunq.com,Netherlands,Financials,B,suspended,,2022-12-24,no,NYCO,75.0,1,2346.36,2346.36,2319.84070718195,2,0.0008523850339530569,15,7.7606,46
d&amp;b audiotechnik,Germany,Consumer Discretionary,B,suspended,,2023-08-23,no,NIKE INC,85.71428571428572,2,107717.35,86256.38,43098.2218644423,154,0.0014955415055234436,19,11.5873,46
eBay,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
eDreams ODIGEO,Spain,Consumer Discretionary,B,other,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
iHerb,United States,Consumer Discretionary,B,suspended,,2023-08-23,no,,,0,,,,,,,,
Żabka,Poland,Consumer Staples,B,other,,2022-12-24,no,,,0,,,,,,,,
AGCO,United States,Industrials,C,sold,,,no,AGCO (UNITED STATES) HOLDINGS CORPORATION,100.0,1,303.60,303.60,241.827581247315,3,0.009881525291305378,8,5.7157,46
ASBIS,Cyprus,Information Technology,C,other,,,no,,,0,,,,,,,,
Activision Blizzard,United States,Communication Services,C,suspended,,,no,RDO INTERNATIONAL,80.0,1,89970.63,89970.63,28615.2318253182,746,0.008291594854877779,17,11.4072,46
Adidas,Germany,Consumer Discretionary,C,other,2023-08-23,2022-12-24,no,ALS LIMITED,80.0,1,769.73,769.73,401.264723620377,28,0.036376546777832176,16,6.6460,71
Adobe,United States,Information Technology,C,suspended,,,no,,,0,,,,,,,,
AkzoNobel,Netherlands,Materials,C,suspended,,,no,AKZO NOBEL NV,94.73684210526315,2,98157.98,62160.50,45754.8390428927,257,0.0029439919056290786,17,11.4943,20
Allianz,Germany,Financials,C,other,,,no,ALLIANZ SE,100,1,7217.69,7217.69,-230.453635674901,86,0.011915168716694409,15,8.8843,66
Alphabet,United States,Communication Services,C,sold,,,no,ALPHABET INC.,100,1,91614.40,91614.40,-237216.39526819,,,17,11.4253,73
Amadeus IT Group,Spain,Information Technology,C,suspended,,,no,"AMADEUS IT GROUP, S.A.",100.0,1,4614.69,4614.69,3711.85012175795,16,0.003467191743332144,14,8.4370,63
Amgen,United States,Health Care,C,suspended,,,no,AMGEN INC.,100,1,84600.85,84600.85,14428.3412592141,68,0.000803774454686646,16,11.3457,46
ArcelorMittal,Luxembourg,Materials,C,other,2022-12-24,2022-12-24,yes,ARCELORMITTAL SA,100,2,25405.56,18819.71,8691.98266672902,7,0.00015940736819001531,13,10.1427,46
Atlas Copco,Sweden,Industrials,C,suspended,,2022-12-24,no,ATLAS INTERNATIONAL AG,100.0,2,1677.58,1105.47,875.847650238313,20,0.018091905557616847,14,7.4251,25
Authentic Brands Group - Reebok,United States,Consumer Discretionary,C,other,,2022-12-24,no,AUTHENTIC BRANDS GROUP LLC,100.0,1,27325.96,27325.96,7155.49049265683,430,0.015735949416793713,7,10.2156,47
BNY Mellon,United States,Financials,C,suspended,,,no,OUN GMBH,80.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
Bank of Cyprus,Cyprus,Financials,C,other,,,no,BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,100.0,1,110212.23,110212.23,33430.4219690533,1,9.073403447943281e-06,11,11.6102,82
Beiersdorf,Germany,Consumer Staples,C,suspended,,,no,DIERS INTERNATIONAL GMBH,80.0,1,220.39,220.39,-267.375212840736,5,0.022687534655163277,10,5.3954,46
Bekaert,Belgium,Industrials,C,other,,,no,NV BEKAERT SA,100.0,1,77344.39,77344.39,28835.7652268074,340,0.004395923147707286,14,11.2560,25
Black Red White,Poland,Consumer Discretionary,C,sold,,,no,INTEL CORP,75.0,1,10962.60,10962.60,6205.38241907768,2,0.00018243848775059514,10,9.3022,73
Boehringer Ingelheim,Germany,Health Care,C,other,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Bonduelle,France,Consumer Staples,C,other,,,no,BONDUELLE,100,2,183178.93,175343.94,109505.561691039,1251,0.0062904941638907376,22,12.1182,10
Boston Scientific,United States,Health Care,C,suspended,,,no,BOSTON SCIENTIFIC CORPORATION,100,1,12574.95,12574.95,3576.34537610412,88,0.006998037826391225,2,9.4395,46
Brenntag,Germany,Materials,C,suspended,,,no,BRENNTAG SE,100,2,10927.86,10927.86,10303.408278673,3,0.0002745277233428373,15,9.2991,46
Bucher Industries,Switzerland,Industrials,C,other,,,no,BUCHER INDUSTRIES AG,100,2,47557.72,35341.59,7370.47825441137,241,0.0013298777340293795,15,10.7697,46
Bureau Veritas,France,Industrials,C,other,,,no,BUREAU VERITAS,100,2,8984.21,7211.85,5379.68781168293,40,0.0001386607009535461,13,9.1032,66
Burger King (Restaurant Brands),United States,Consumer Staples,C,suspended,,2022-12-24,no,ESTA GROUP AG,100.0,1,,,,,,10,,49
CHR Hansen,Denmark,Materials,C,suspended,,,no,MR NIELS PETER LOUIS-HANSEN,82.35294117647058,1,18319.51,18319.51,11507.0813069185,31,0.001692185056352319,15,9.8157,46
Carl Zeiss,Germany,Health Care,C,other,,,no,CARL-ZEISS-STIFTUNG,100.0,2,60007.62,45982.41,21026.319974754,313,0.0025661985619063648,22,11.0022,46
Carrier,United States,Industrials,C,other,,,no,CAL GMBH,80.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Caterpillar,United States,Industrials,C,sold,,2023-08-23,no,CATERPILLAR INC.,100,4,282041.11,230882.74,135970.592851837,1393,0.005695531944874323,17,12.5498,46
Cersanit,Poland,Consumer Discretionary,C,sold,2022-12-24,2022-12-24,yes,YIT OYJ,80.0,1,28981.54,28981.54,20607.0857631583,,,11,10.2744,41
Citadele Bank,Latvia,Financials,C,other,,,no,ONEY BANK,80.0,1,,,,,,12,,70
Coca-Cola,United States,Consumer Staples,C,suspended,,,no,COCA-COLA HBC AG,100.0,1,372.77,372.77,-118.383255987428,,,8,5.9210,63
Coinbase,United States,Financials,C,other,,,no,BASE HOLDING AG,100.0,1,431.90,431.90,393.188549249433,4,0.009261395703156735,16,6.0682,52
Coloplast,Denmark,Health Care,C,other,,,no,OLAST HOLDINGS LIMITED,88.88888888888889,1,1497.38,1497.38,1485.50459321029,,,3,7.3115,47
Confor Step,Portugal,Consumer Discretionary,C,suspended,,,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Continental,Germany,Consumer Discretionary,C,suspended,,,no,CONTINENTAL AG,100,1,1378.32,1378.32,1104.12071883306,10,0.007255207666266055,16,7.2286,13
Corning,United States,Information Technology,C,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Credit Suisse,Switzerland,Financials,C,suspended,,,no,CREDITOR LP,85.71428571428572,1,,,,,,13,,46
DB Schenker,Germany,Industrials,C,suspended,,,no,BUSCH SE,80.0,1,11702.13,11702.13,6286.89793906175,69,0.005896360251010504,14,9.3675,46
Deere,United States,Industrials,C,suspended,,,no,,,0,,,,,,,,
Dentons,Switzerland,Industrials,C,other,2022-12-24,2022-12-24,yes,DENTSPLY SIRONA INC.,83.33333333333334,2,56927.53,37918.47,33891.3157801125,169,0.0010548947943892965,12,10.9495,46
Discord,United States,Communication Services,C,suspended,,,no,SCOR SE,100.0,1,,,,,,14,,65
Dover Corporation,United States,Industrials,C,other,,,no,DOVER CORPORATION,100,1,13477.96,13477.96,11864.8962124232,105,0.007790494184224852,17,9.5088,46
Dow,United States,Materials,C,suspended,,,no,DOW INC.,100,3,147873.58,94020.43,57857.6862728652,835,0.006764487531238024,16,11.9041,20
Duolingo,United States,Information Technology,C,suspended,,,no,OLIN CORPORATION,100.0,1,8088.71,8088.71,6504.36239429004,2,0.0002472583407472659,7,8.9982,46
E.ON,Germany,Utilities,C,suspended,,,no,E.ON SE,100,1,,,,,,21,,33
ESAB,Sweden,Industrials,C,other,2022-12-24,2022-12-24,yes,ESAB CORPORATION,100,1,6013.41,6013.41,5140.06771809701,17,0.0028270141301898126,14,8.7017,46
Eaton,United States,Industrials,C,suspended,,,no,EATON CORPORATION PLC,100,2,22249.19,17645.88,13147.8638127008,191,0.01082405903737825,18,10.0101,46
Eimskip,Iceland,Industrials,C,other,,,no,NIKOLA SIMONESKI,72.72727272727273,1,99.92,99.92,99.9157372592017,2,0.020016866760554385,1,4.6043,70
Elanco,United States,Health Care,C,other,,,no,ELANCO ANIMAL HEALTH INCORPORATED,100.0,1,25597.58,25597.58,19058.0351379393,57,0.002226772761982479,9,10.1503,46
Epic Games,United States,Consumer Discretionary,C,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Eutelsat,France,Communication Services,C,other,,,no,EUTELSAT COMMUNICATIONS,100.0,2,23194.19,22600.03,-3592.68616891466,20,0.0007964591249466853,11,10.0517,61
FIGMA,United States,Information Technology,C,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Ferrero,Italy,Consumer Staples,C,suspended,,,no,FERRERO BERTO LYADO,100.0,1,,,,,,,,93
Fieldfisher,United Kingdom,Industrials,C,other,,,no,BALFIELD HOLDINGS LIMITED,76.92307692307692,1,537.16,537.16,73.8700749129057,,,17,6.2863,71
Fischer Sports,Austria,Consumer Discretionary,C,suspended,,,no,"AMER SPORTS, INC.",90.0,1,31902.73,31902.73,13584.2329742536,5,0.00015672638539839163,18,10.3704,46
Fortive,United States,Industrials,C,suspended,,,no,FORTIVE CORPORATION,100,3,43091.64,21338.56,19786.277241258,51,9.372704418389456e-05,11,10.6711,46
GEA Group,Germany,Industrials,C,suspended,,,no,GEA GROUP AKTIENGESELLSCHAFT,100.0,3,102538.49,55552.27,26862.1770354891,116,0.00034202019630966986,21,11.5380,46
General Electric (GE),United States,Industrials,C,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
General Mills,United States,Consumer Staples,C,suspended,,,no,"GENERAL MILLS, INC.",100,1,35865.85,35865.85,15031.7660876298,271,0.007555934929039939,18,10.4875,10
Geodis,France,Industrials,C,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Glencore,Switzerland,Materials,C,suspended,,,no,GLENCORE PLC,100,3,7418.01,7041.21,5795.32812568359,13,0.0015622309089862055,17,8.9117,46
Goldman Sachs,United States,Financials,C,sold,,,no,"THE GOLDMAN SACHS GROUP, INC.",100.0,2,77617.33,77617.33,7379.38896680064,33,0.0004251628066972406,2,11.2595,46
Groupe BPCE,France,Financials,C,suspended,,,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
